sample_id,formula_from_sites,n_sites,volume_a3,a_a,b_a,c_a,alpha_deg,beta_deg,gamma_deg,last_phdos_peak_cm1
261,PbSe,2,60.25373421355559,4.400476544403487,4.400475702946345,4.400475702946345,59.99999999999999,60.00000632549157,59.999993674508985,138.58576805096516
264,OZn,2,20.420859316059392,3.068054032358644,3.0680540360797113,3.06805403,59.999999957731475,59.99999991761097,59.9999999851945,500.5857393075161
276,ClCs,2,74.5682292379208,4.20905509,4.20905509,4.20905509,90.0,90.0,90.0,115.58576987720642
277,BrRb,2,86.78050690801828,4.969496555687732,4.9694965521776275,4.96949655,59.999999947929936,59.99999997129514,59.99999991906658,86.58577217985842
278,BrTl,2,66.7810922784175,4.05711987,4.05711987,4.05711987,90.0,90.0,90.0,82.58577249746558
281,CuI,2,55.90624056948109,4.291987304745661,4.291987302965572,4.29198731,60.00000002285664,60.00000003657635,60.00000005516278,153.58576685993827
283,IK,2,92.74329737462163,5.080804801325093,5.0808048021385215,5.0808048,60.000000013923334,60.00000000862731,60.00000001104755,99.58577114763511
284,ILi,2,54.69687653968781,4.260813337208261,4.260813335395234,4.26081333,59.99999996424992,59.99999997832574,60.000000016298486,285.58575637890164
285,IK,2,82.10768816424441,4.34638248,4.34638248,4.34638248,90.0,90.0,90.0,93.58577162404586
286,IRb,2,104.9571047398485,5.294711240395769,5.294711244567691,5.29471124,60.000000028537535,60.00000000247265,60.00000002771333,74.58577313267992
287,ClLi,2,34.20239672669833,3.6435425541718334,3.6435425581063354,3.64354255,59.99999998280741,59.99999994708606,59.99999994802774,393.58574780350807
288,BrCs,2,84.77918763126756,4.39301902,4.39301902,4.39301902,90.0,90.0,90.0,76.58577297387635
290,BrCu,2,46.27425878205889,4.029812340931832,4.0298123422343,4.02981235,60.00000001834081,60.00000000764918,60.00000001579109,177.58576495429523
291,ClCu,2,39.46738265036693,3.821651738911404,3.821651740526939,3.82165174,60.000000004561116,59.99999999057725,60.000000007702035,253.58575891975903
292,AgI,2,58.69273121474791,4.362141738485795,4.362141733780999,4.36214173,59.999999952839026,59.99999998851723,60.000000000449205,103.34535948486929
293,AgCl,2,44.43287455793736,3.9756346721655724,3.9756346755236915,3.97563467,59.99999996275435,59.99999993481273,60.00000003252256,183.58576447788448
294,AgI,2,73.21958332409856,4.695848577743932,4.6958485714828555,4.69584857,59.999999940001295,59.999999984107205,59.99999994529888,121.58576940079568
322,ClTl,2,59.35607981691381,3.90081245,3.90081245,3.90081245,90.0,90.0,90.0,155.58576670113467
324,ClK,2,65.03321234207807,4.5138806117006345,4.5138806117006345,4.5138806117006345,59.99999999999999,59.99999999999999,59.99999999999999,141.58576781275983
325,ITl,2,78.82103888430576,4.28759792,4.28759792,4.28759792,90.0,90.0,90.0,66.58577376789428
329,AgBr,2,50.09222871611311,4.137726533458833,4.13772653608689,4.13772653,59.999999968716,59.99999994770558,60.00000003230469,127.58576892438492
330,BrK,2,75.2943756319122,4.739790847962189,4.739790847962189,4.739790847962189,59.99999999999999,59.99999999999999,59.99999999999999,112.58577011541179
331,BrLi,2,41.899120861572726,3.8985816632145935,3.8985816647017333,3.89858167,60.00000003989453,60.00000002727605,59.99999998181395,334.58575248821387
334,INa,2,69.67509611617895,4.618818086288326,4.618818087699609,4.61881809,60.000000055144206,60.00000004503666,60.000000081481495,119.58576955959923
335,ClK,2,56.5875508073689,3.83919613,3.83919613,3.83919613,90.0,90.0,90.0,139.58576797156337
336,ClRb,2,75.14792687944919,4.736715864097466,4.736715864932832,4.73671586,60.00000003444935,60.00000002861541,60.000000024910875,113.58577003600998
337,ClRb,2,63.826366061813594,3.99637935,3.99637935,3.99637935,90.0,90.0,90.0,129.58576876558132
338,IRb,2,90.37026012405481,4.48754184,4.48754184,4.48754184,90.0,90.0,90.0,69.58577352968891
339,BrRb,2,74.18424650296352,4.20181793,4.20181793,4.20181793,90.0,90.0,90.0,85.58577225926021
352,HLi,2,16.00209193116371,2.8285503876002864,2.8285503876002864,2.8285503876002864,59.99999999999999,59.99999999999999,59.99999999999999,1045.5856960335393
367,HK,2,46.209170250829324,4.027922039044566,4.027922037668953,4.02792204,59.99999998085602,59.9999999921534,59.999999936056064,753.5857192188628
376,CdS,2,52.418232898629206,4.200804380511874,4.200804377267546,4.20080438,59.99999997848296,60.00000000403081,59.99999997713937,291.58575590249086
377,OSr,2,35.27691480702658,3.6813055428298322,3.681305541997382,3.68130554,60.000000017948224,60.0000000254285,60.000000061352,420.58574565965966
378,HRb,2,55.00517320217369,4.268803634797369,4.268803641144458,4.26880364,60.00000000886862,59.99999995968387,60.00000006704725,718.5857219979254
380,GaP,2,41.73685895299886,3.8935425037114624,3.893542502234577,3.8935425,60.000000018985084,60.00000003153277,59.99999995942218,381.5857487563297
382,BeTe,2,45.505511938658934,4.00737207679875,4.007372077191761,4.00737207,59.99999997681878,59.99999997357458,60.0000000332859,501.58573922811433
385,AsGa,2,47.53187264507629,4.065993139261057,4.065993135258086,4.06599313,59.99999996142118,59.999999993988176,59.99999991645358,259.58575844334825
389,CaO,2,28.33209550306773,3.4218783390476104,3.421878344008797,3.42187834,60.000000038753555,59.99999999079313,60.00000004182251,466.5857420071772
390,AlSb,2,60.56062422119245,4.407934306917138,4.407934304929397,4.40793431,60.00000003699311,60.00000005191028,60.00000001968967,291.58575590249086
394,AuCs,2,84.0887403737732,4.38106082,4.38106082,4.38106082,90.0,90.0,90.0,65.58577384729607
397,CdSe,2,59.9527961018206,4.39313767722644,4.393137675393166,4.39313767,59.99999996531116,59.99999997911547,59.99999997227267,189.58576400147373
398,SeSn,2,55.784566943538174,4.288871367514057,4.288871367792388,4.28887137,60.00000006010208,60.00000005795535,60.00000004078363,123.58576924199207
422,SeSr,2,62.62644307171697,4.457495513439575,4.457495518942714,4.45749551,59.99999999215374,59.999999951314116,59.99999996553633,143.5857676539562
49,SZn,2,40.475675140540325,3.853922998069512,3.853922997614662,3.853923,59.99999997952571,59.999999983429866,59.99999998504907,335.58575240881197
500,AuRb,2,74.1955197898007,4.20203076,4.20203076,4.20203076,90.0,90.0,90.0,83.58577241806378
52,MgSe,2,41.84226852826671,3.8968175592437078,3.8968175554924867,3.89681756,59.99999996173613,59.99999999357991,60.00000001288691,302.5857550290712
531,BrCu,2,46.39063571850012,4.0046834554026205,4.004683237015333,4.004682708432371,118.50094763676726,92.61665420203526,118.5009456021639,177.58576495429523
54,SSr,2,55.731533542061,4.287511824203641,4.287511818102724,4.28751182,59.99999998536181,60.000000032432645,60.00000001909564,219.58576161942003
592,CdTe,2,72.82720794844357,4.687445368130685,4.687445368330226,4.68744537,60.00000005878718,60.000000057379,60.00000008040499,144.5857675745544
601,BeS,2,28.95580465698078,3.44680630197086,3.446806300015957,3.44680631,60.00000000015314,60.00000001891477,60.00000004925776,599.5857314467387
621,FK,2,39.89287388215554,3.8353362075741937,3.8353362066959993,3.83533621,60.00000005775293,60.00000006532734,59.99999998618074,249.58575923736615
69,FLi,2,17.022154048732133,2.8874191875738835,2.8874191813692853,2.88741919,60.00000001568723,60.00000008677023,60.00000005290798,593.5857319231493
7,MgTe,2,53.438500981034636,4.2278842454083305,4.2278842454083305,4.2278842454083305,59.99999999999999,59.99999999999999,59.99999999999999,247.5857593961698
760,BrTl,2,77.95399792416487,4.794954158420453,4.794954413819274,4.79495391,60.00000340679148,60.00000164483012,59.999998563643324,87.5857721004566
769,ClTl,2,69.66661040425848,4.618630260102526,4.618630452722322,4.61863046,60.00000788275431,60.000006551611655,60.00000132275048,149.58576717754542
781,BrK,2,66.11071671937998,4.04349852,4.04349852,4.04349852,90.0,90.0,90.0,108.58577043301895
784,ITl,2,90.9261394403572,5.047402620642969,5.047402597093803,5.04740202,59.99999665242267,59.99999676242902,59.99999350019765,59.585774323706815
785,BrCs,2,101.39219084528112,5.234073673585002,5.234074226286061,5.23407327,59.99999926802566,59.99999580514229,60.00000449139141,72.58577329148352
789,ClCs,2,88.04928891476517,4.993598252171779,4.993598529308832,4.99359839,60.00000085659705,59.99999902072255,60.00000523055284,122.58576932139387
809,CsI,2,121.35880269662589,5.557277545577925,5.557277566921295,5.55727772,59.99999908879792,59.999998961751366,60.000003209333975,61.58577416490324
81,FRb,2,47.25313891009893,4.058029691762587,4.058029695676141,4.05802969,59.99999996475332,59.999999932851296,59.9999999400725,233.5857605077949
816,CsH,2,57.450276019146344,3.85860841,3.85860841,3.85860841,90.0,90.0,90.0,675.5857254122026
837,C2,2,11.410315712266666,2.5269940517351586,2.5269940517351586,2.5269940517351586,59.99999999999999,59.99999999999999,59.99999999999999,1310.585674992064
852,AgI,2,73.27546320215684,4.655598486295409,4.6555986706801695,4.655599028487233,118.09275880543811,118.0927588347254,93.33645765122417,121.58576940079568
86,SeZn,2,47.337645428691815,4.060447342451761,4.060447347355043,4.06044735,60.00000005992021,60.00000001997405,60.00000010029789,224.58576122241104
99,BaSe,2,74.74113369842621,4.728153415920783,4.728153417333846,4.72815341,59.999999981346704,59.99999997146045,60.00000003125324,109.58577035361715
1005,Rb2S,3,120.40044703424996,5.542610575181087,5.542610571983536,5.54261057,59.99999995215566,59.999999971239475,59.999999996200266,174.58576519250062
1016,F2Hg,3,45.157794551151795,3.9971389001255853,3.9971389038162055,3.9971389,60.00000003158235,60.000000001039325,60.00000003123592,354.58575090017797
1051,K2Se,3,116.69869892092743,5.485215201364388,5.485215195845166,5.4852152,59.99999997494341,60.00000000822821,59.999999937382356,125.58576908318848
1111,AsLiZn,3,53.420929779528215,4.227420804081808,4.227420800990175,4.2274208,60.000000007748156,60.0000000319403,59.999999997101405,357.5857506619725
1122,HfNiSn,3,57.15172941478781,4.323626327770888,4.323626199362029,4.32362585,59.99999561784899,59.999996652046974,60.000000805293766,239.5857600313841
1123,NiSnZr,3,58.51137509454741,4.357644125615008,4.357644133917838,4.35764438,59.999998131941894,59.99999806891347,60.00000272765842,228.58576090480392
1124,NiSnTi,3,51.73792943755033,4.182551983219851,4.182551983219851,4.182551983219851,59.99999999999999,59.99999999999999,59.99999999999999,272.585757411125
1145,FeNbSb,3,53.1671135998074,4.220714998151871,4.22071499442997,4.22071499,59.99999995634505,59.99999998551534,59.99999996117327,308.58575455266043
1160,FeTeZr,3,57.387200959248695,4.329555984462893,4.3295562524931315,4.32955574,59.999995800732954,59.99999378940603,59.99999787093046,276.58575709351777
1161,FeTeTi,3,50.91284923343129,4.16019861702156,4.160198475387412,4.160198300000033,60.00001268613912,60.0000166059157,60.00004747061795,315.58575399684787
1162,CoScTe,3,56.15621045122922,4.298374893548752,4.298374992721113,4.29837465,59.99999434233641,59.9999935270632,59.99999162007132,273.5857573317232
1163,PdSnTi,3,60.00833051886617,4.3944952559991455,4.394492747399351,4.394497450000167,59.99993576084604,59.99998569708725,59.999948600187516,248.585759316768
1164,AsCaLi,3,74.5758819664093,4.724666115278306,4.724666295340565,4.72466621,60.000000527496695,59.99999926679142,60.000000731476376,305.58575479086585
1165,AsCaNa,3,84.5834076857428,4.927198499935861,4.927198363801456,4.92719863,59.9999981456857,59.99999905965135,60.00000271625718,223.58576130181282
1166,PdSnZr,3,65.70159643090466,4.529292402432028,4.529292007395182,4.52929258000024,59.99996067010879,59.99999654213727,60.00000151276666,211.58576225463432
1167,AuInZr,3,69.46097950522335,4.614083750435726,4.6140776743998115,4.61408167000096,60.00003074970573,59.99999880628125,60.00004640409309,196.5857634456612
1168,LiPZn,3,47.074940508007984,4.0529215901838676,4.0529218765232295,4.05292249,60.00000379040943,60.00000150853094,60.000008510136205,364.58575010616005
1169,PtSiTi,3,51.332252432220166,4.171591532315197,4.171592013109429,4.17159112,59.999998659917644,59.99999488526036,60.00000044854036,368.58574978855285
1170,PtSiZr,3,57.93643551506617,4.343324225493023,4.343324310523784,4.34332442,59.999999166204546,59.99999851859113,59.999999616035176,320.5857535998389
1171,PtSnZr,3,66.22547971274493,4.54129861637549,4.541298140479925,4.54129855,59.99999708981497,60.000000556334456,59.99999686231476,211.58576225463432
1172,BaNaSb,3,107.69989804560262,5.3404361877769295,5.340437021801042,5.34043653,60.00000310825585,59.99999794214359,60.00000018222281,177.58576495429523
1182,K2O,3,68.26891294321595,4.587534340715789,4.587534344425708,4.58753434,60.00000003191284,60.000000005161404,60.00000007182386,296.585755505482
1204,F2Sr,3,50.45958082767698,4.147816603603707,4.147816599553906,4.1478166,59.999999996442305,60.00000002874035,59.99999994081727,334.58575248821387
1264,N2W,3,29.15497344824146,2.9308511,2.930869081035752,3.91914161,90.0,90.0,119.99979705430366,1038.5856965893518
13,Ca2Si,3,92.10505019927393,5.069122819024935,5.069122819024935,5.069122819024935,59.99999999999999,59.99999999999999,59.99999999999999,240.5857599519823
139,ORb2,3,81.31545535860882,4.8629077630999555,4.862907759866447,4.86290776,59.999999999091514,60.00000002108733,60.00000003133643,275.58575717291956
15,Cs2Se,3,153.8863637796147,6.01503804398944,6.01503804398944,6.01503804398944,59.99999999999999,59.99999999999999,59.99999999999999,100.58577106823331
179,Be2C,3,20.263752460018456,3.0601657977549768,3.060165796525007,3.06016579,59.99999996243607,59.999999975731775,60.00000003293581,939.5857044501292
207,K2Te,3,139.46780202806818,5.820982822500406,5.820982828304774,5.82098283,60.00000004719474,60.00000001420942,60.00000004245826,129.58576876558132
215,Li2O,3,25.279668381289056,3.291071792359756,3.291071899625086,3.2910720568557887,60.12971043288485,60.12970952137675,60.12970313039097,660.5857266032292
22,LiPZn,3,47.721332463377266,4.071388258415413,4.071388255661603,4.07138826,59.99999996475084,59.999999987125356,60.00000001595167,400.58574724769545
26,K2S,3,103.98198843065039,5.278263156172577,5.278263157779856,5.27826315,59.999999986086,59.999999976012916,59.999999957898204,184.5857643984827
275,Li2Se,3,54.53556430760779,4.2566205383453415,4.256620543050929,4.25662054,60.000000023709866,59.99999998714105,59.99999998312822,400.58574724769545
32,BaF2,3,62.009456031024406,4.442808965610873,4.442808965214954,4.44280897,60.00000003882889,60.00000004177678,59.99999998191566,301.58575510847294
326,Cl2Sr,3,87.49726649638927,4.983140828006216,4.983140827575556,4.98314083,60.00000005028904,60.0000000531479,60.00000003257309,201.58576304865227
368,CdF2,3,41.425171636521824,3.883826058406491,3.8838260607145565,3.88382606,60.000000006086104,59.9999999864276,60.00000001061022,373.585749391544
383,Li2Te,3,69.11648157342961,4.606441285337751,4.606441285337751,4.606441285337751,59.99999999999999,59.99999999999999,59.99999999999999,351.58575113838333
400,O2Sr,3,43.54427517827179,3.5733033063990565,3.573303302565222,4.244328651372345,114.89460186848834,114.89460181572183,90.00000009416183,926.9151354639647
413,CaF2,3,41.95898703800441,3.90043757120508,3.900437572334035,3.90043757,59.999999934984714,59.99999992541,59.99999995984804,373.585749391544
45,LiPSr,3,68.04033614746585,4.29548191,4.2954819026879285,4.25806249,90.0,90.0,119.99999997930013,429.5857449450435
457,HSeY,3,50.45280099633733,3.8527756,3.852775604606534,3.92470682,90.0,90.0,119.99999996044855,1160.585686902333
46,BaLiP,3,77.05993008196977,4.43349591,4.43349590262046,4.52694643,90.0,90.0,119.9999999804479,376.58574915333855
461,AuScSn,3,69.34928973740101,4.611607516013379,4.611607517384679,4.61160752,59.999999981239924,59.9999999714034,59.99999999077214,234.5857604283931
47,AsBaLi,3,83.02655598491421,4.55516374,4.5551637423921925,4.62038756,90.0,90.0,119.99999998262783,359.5857505031691
505,BiNiSc,3,61.20780518821452,4.423580501138417,4.423580498060715,4.4235805,59.999999985497944,60.00000000851313,59.999999939485726,236.5857602695895
506,BiNiY,3,68.57819989701478,4.5944517234804625,4.594451728047489,4.59445173,60.00000005794136,60.00000002505909,60.00000004958833,182.58576455728627
511,PtSnTi,3,60.50411803536023,4.406562940506587,4.406562936665517,4.40656294,59.9999999749683,60.00000000380292,59.99999997370065,264.5857580463393
519,BiCoZr,3,60.65124665476022,4.41013187816435,4.410131877641406,4.41013188,59.999999982308545,59.99999998623107,60.00000003020435,241.58575987258044
520,RuSbTa,3,59.395592788449356,4.379485304069875,4.379485297453023,4.3794853,59.99999998076183,60.000000030741134,59.999999970514786,249.58575923736615
522,F2Pb,3,53.92600778974903,4.24070200703258,4.240702004935829,4.24070201,60.00000003850211,60.00000005485787,60.000000065252536,311.585754314455
542,NiSbSc,3,57.045654235046065,4.32094947294262,4.320949473678827,4.32094947,59.999999951607236,59.999999945971076,59.999999969616866,262.5857582051429
546,CaHN,3,35.8032147161403,3.7946896560497896,3.54509568134716,3.794689307176183,62.152960226073134,55.69408125192294,62.15295576158686,3285.230902043269
572,HKS,3,71.05406383056688,4.356711732885366,4.356711879316144,4.3567120595634625,70.41702546871082,70.41702302415402,70.41702214361621,2551.585576454439
6,GePtTi,3,53.749543633124475,4.2360712832844,4.2360712832844,4.2360712832844,60.00000000000001,60.00000000000001,60.00000000000001,297.5857554260802
608,Rb2Te,3,159.50120741317926,6.087322687003399,6.087322685640155,6.08732269,60.000000030649744,60.000000038057884,59.99999998658941,84.58577233866201
63,BaO2,3,52.14688931814933,3.8659348861023233,3.865934886482764,4.432479777527571,115.85477790394144,115.85477800267007,89.99999997039616,910.5857067527812
643,NbRuSb,3,59.643354894567125,4.385566322410279,4.385566281432064,4.38556687,59.99999563594016,59.999995945033355,59.99999694404683,249.58575923736615
68,Rb2Se,3,133.9565841544993,5.743276002645296,5.743276001516398,5.743276,60.000000008734055,60.000000015236196,60.00000003690916,99.58577114763511
71,NiSbY,3,64.42246466223851,4.49970571733771,4.499705714201458,4.49970571,59.999999957371834,59.9999999804281,60.000000006339896,204.58576281044685
72,Li2S,3,46.82072067600768,4.045613262557218,4.0456132556101965,4.04561326,59.99999996410593,60.00000002090959,60.000000004344244,457.5857427217933
744,FeSbV,3,48.50761257892213,4.093627259942396,4.093627280770686,4.09362702,60.00000210723258,60.0000019389236,60.000006126369655,329.58575288522275
763,BaCl2,3,101.87463348586465,5.24236234900377,5.242362054438203,5.24236227,59.999998576686586,60.0000004354194,59.99999507361875,184.5857643984827
771,PdSbSc,3,64.81862282106856,4.508910372241439,4.508910160208472,4.50891059,59.999996773458264,59.99999832904359,60.00000160854603,240.5857599519823
775,BiLiMg,3,80.33450072745758,4.843273704621124,4.843274145171227,4.84327414,60.00000003531967,59.99999702634657,59.99999685338089,287.5857562200981
805,CoSbTi,3,51.1768253795958,4.167376897796449,4.167376900482925,4.1673769,60.00000000383335,59.9999999825087,59.99999996383498,293.58575574368734
85,HfPdSn,3,64.42130046525499,4.499678603061229,4.499678607692569,4.49967861,60.00000005655253,60.000000022504864,60.000000006606555,197.58576336625939
884,PtSbSc,3,65.31239905238792,4.520330731234772,4.52033073045751,4.52033073,60.00000007652794,60.00000008221594,60.000000091373074,258.58575852275004
886,Al2Os,3,42.248166510770616,3.1838078308747426,3.1838078352095946,4.737030412026577,109.63671961877071,109.63671963445839,89.99999995806218,442.5857439128201
943,LiNZn,3,30.05961719712393,3.4900593630521684,3.4900593656493815,3.49005937,60.00000005354637,60.00000002892928,59.99999998918045,596.5857316849441
944,MoSe2,3,70.6116948462732,7.609217515378548,7.609217515848695,7.609217524794308,25.261639595134582,25.26163959569327,25.26163957819137,296.585755505482
999,Cs2O,3,115.6029060303065,7.751154793638852,7.751154797581954,7.751154795007345,31.911774717664322,31.911774685878264,31.911774659661276,269.5857576493304
1004,Ga2N2,4,46.94282735959896,3.21629013,3.2162901337807175,5.23996246,90.0,90.0,120.00000006396569,674.5857254916042
1011,O2RbSc,4,60.3210976005607,6.722788764996103,6.722788766292421,6.722788766075548,28.294472781899177,28.294472706504195,28.294472814078468,545.5857357344355
1014,KO2Tl,4,65.80954072479699,6.50470998420144,6.504709984868549,6.504709983731927,31.269602456712803,31.26960242869092,31.269602453715915,418.58574581846324
1015,O2RbTl,4,70.3895199277367,6.7798850764990215,6.779885073304845,6.779885080340638,30.320699152033427,30.320699200429733,30.32069919093584,411.5857463742758
1019,KO2Sc,4,56.287622052453074,6.438397315667412,6.43839731807352,6.438397320728075,29.2242083812855,29.224208333414815,29.22420837526526,557.585734781614
104,Cd2Te2,4,145.82266521240584,4.68430264,4.684302644109713,7.67369454,90.0,90.0,119.99999997097794,144.5857675745544
1048,KO2Y,4,66.13632537256666,6.581523245216863,6.581523241670297,6.581523245160239,30.761694669919596,30.76169470424413,30.761694705425032,496.5857396251232
1060,AsAuBa2,4,131.24025159384252,5.704190452298742,5.704190452298742,5.704190452298742,59.99999999999999,59.99999999999999,59.99999999999999,113.58577003600998
1065,AuBa2Sb,4,144.2523289055392,5.886799944154165,5.886799944154165,5.886799944154165,59.99999999999999,59.99999999999999,59.99999999999999,107.58577051242077
1066,AuBa2Bi,4,149.43687421208747,5.956496956417719,5.956496956417719,5.956496956417719,60.00000000000001,60.00000000000001,60.00000000000001,94.58577154464407
1070,Na2SbTl,4,110.59288525300296,5.387832207756629,5.387832207756629,5.387832207756629,59.99999999999999,59.99999999999999,59.99999999999999,168.24815042310587
1071,Fe2SiTi,4,46.10559173325166,4.026593666738876,4.026593666738876,4.026593666738876,59.944722752229886,59.944722752229886,59.944722752229886,412.58574629487396
1073,HgSnSr2,4,132.9395173902082,5.728703765508542,5.728703765508542,5.728703765508542,59.99999999999999,59.99999999999999,59.99999999999999,122.58576932139387
1074,AuBiSr2,4,129.04293278221925,5.672176560476046,5.672176560476046,5.672176560476046,59.99999999999999,59.99999999999999,59.99999999999999,121.58576940079568
1087,NaO2Rh,4,45.09222734386194,5.491188449072746,5.491188446103231,5.4911884497300205,33.56874808506283,33.56874812810747,33.56874809571756,566.5857340669977
1093,Al2P2,4,83.4378225866286,3.88554844,3.8855484428795384,6.38157202,90.0,90.0,119.99999997548495,418.58574581846324
1094,Al2As2,4,94.24394903891165,4.04552947,4.045529478753919,6.64924147,90.0,90.0,120.00000001018904,366.5857499473565
1095,Ga2P2,4,83.39480594679503,3.8803567,3.8803567017795513,6.3953611,90.0,90.0,119.99999998482947,376.58574915333855
1096,Te2Zn2,4,118.48801736264534,4.365489,4.365489005246793,7.17923226,90.0,90.0,119.99999996024215,179.58576479549168
111,AgScSe2,4,88.59955344910418,3.92593235,3.9259323536785393,6.6376642,90.0,90.0,120.00000005326437,247.5857593961698
1117,CuLiO2,4,39.07341310339671,2.735255694899314,3.2343006933773477,5.067755250251678,80.98858712213263,74.34355407251053,64.98527459308697,630.5857289852831
1139,LaRbS2,4,124.50754730363226,8.077086703595654,8.077086706045057,8.077086702121592,31.068525916388843,31.06852589146119,31.068525888171234,250.5857591579644
1140,N2SrZr,4,59.433166519600285,6.259301085014584,6.259301083138842,6.2593010782278435,31.498665112057793,31.498665143985072,31.498665097446015,580.256144779931
1141,HfN2Sr,4,57.78738202959197,6.231074188959619,6.231074187550047,6.231074189221048,31.251631533834267,31.251631615147513,31.251631570097143,590.5857321613547
1177,In2P2,4,105.96826762607168,4.210457537913378,4.210457537913378,6.90218371,90.0,90.0,119.99997608325332,328.5857529646245
1187,AgO2Sc,4,56.92211813833383,6.538768649895248,6.538768649895248,6.538769163991339,28.678791318129125,28.678791318129125,28.67878919312928,566.5857340669977
1194,Br2Li2,4,103.42287409704498,4.188175107228754,4.188175107228754,6.80826051,90.0,90.0,119.9999672569915,358.5857505825708
1199,GaGeHSr,4,78.18977951637092,4.264739884269643,4.264738997978274,4.964211783097861,90.00356213159068,89.99643949267605,120.00364405336502,1159.5856869817349
1200,GaHSnSr,4,90.08828370371118,4.487417908587946,4.487416746916843,5.165523830703932,90.00149423423402,89.99853217385825,119.9930544875383,1208.585683091047
