sample_id,point_id,x,intensity,space_group_number,space_group_symbol
simxrd-01,134,6.97802379967821,4.575534927139581,62,P
simxrd-01,135,6.967084722381392,4.3095718556307885,62,P
simxrd-01,136,6.9561801001894725,3.563633674006465,62,P
simxrd-01,137,6.945309770908926,3.5366770489529964,62,P
simxrd-01,138,6.934473573362665,4.601120776679938,62,P
simxrd-01,139,6.923671347382076,4.760423313505195,62,P
simxrd-01,140,6.9129029337991525,4.863547934254028,62,P
simxrd-01,141,6.902168174438695,3.5767547561550788,62,P
simxrd-01,142,6.891466912110576,3.5587014735408116,62,P
simxrd-01,143,6.88079899060209,3.8077695086530765,62,P
simxrd-01,144,6.870164254670363,3.7631672332041077,62,P
simxrd-01,145,6.859562550034838,3.4740097194811974,62,P
simxrd-01,146,6.848993723369836,4.888535385133391,62,P
simxrd-01,147,6.838457622297175,3.994529441293635,62,P
simxrd-01,148,6.8279540953788596,4.653530219490337,62,P
simxrd-01,149,6.817482992109851,3.8953383295236605,62,P
simxrd-01,150,6.80704416291088,4.6137597380767525,62,P
simxrd-01,151,6.796637459121351,4.723813373768714,62,P
simxrd-01,152,6.786262732992298,4.709141766941847,62,P
simxrd-01,153,6.7759198376794005,3.421904012370607,62,P
simxrd-01,154,6.765608627236078,5.052004296113449,62,P
simxrd-01,155,6.755328956606636,4.26903622863026,62,P
simxrd-01,156,6.7450806816194815,5.206695953580742,62,P
simxrd-01,157,6.7348636589803945,4.7015134328735915,62,P
simxrd-01,158,6.724677746265867,4.887076032472446,62,P
simxrd-01,159,6.7145228019164955,4.170414848166034,62,P
simxrd-01,160,6.704398685230443,4.077665124993299,62,P
simxrd-01,161,6.694305256356951,5.076168206412079,62,P
simxrd-01,162,6.684242376289914,3.9855171284226145,62,P
simxrd-01,163,6.674209906861517,4.856259878478702,62,P
simxrd-01,164,6.664207710735919,4.376699096491159,62,P
simxrd-01,165,6.654235651403004,3.586700271004278,62,P
simxrd-01,166,6.644293593172189,4.592758291313773,62,P
simxrd-01,167,6.634381401166273,3.8520815923032408,62,P
simxrd-01,168,6.62449894131536,3.776153153655113,62,P
simxrd-01,169,6.614646080350824,4.041208556858284,62,P
simxrd-01,170,6.604822685799331,5.027178363116427,62,P
simxrd-01,171,6.595028625976922,4.9021456235930145,62,P
simxrd-01,172,6.585263769983133,5.278238676284397,62,P
simxrd-01,173,6.575527987695183,4.653325429849442,62,P
simxrd-01,174,6.565821149762206,4.497912960859198,62,P
simxrd-01,175,6.556143127599532,4.68766870532965,62,P
simxrd-01,176,6.546493793383028,4.546877040574574,62,P
simxrd-01,177,6.536873020043481,5.447548949784399,62,P
simxrd-01,178,6.527280681261029,5.139973077303906,62,P
simxrd-01,179,6.517716651459655,4.285759923241274,62,P
simxrd-01,180,6.5081808058017065,3.782199287172494,62,P
simxrd-01,181,6.49867302018249,4.129577847138767,62,P
simxrd-01,182,6.489193171224891,4.850611092002618,62,P
simxrd-01,183,6.479741136274055,4.692810144610102,62,P
simxrd-01,184,6.470316793392102,4.0199524152426545,62,P
simxrd-01,185,6.4609200213529085,4.865241741852694,62,P
simxrd-01,186,6.4515506996369085,4.21293347802356,62,P
simxrd-01,187,6.442208708425962,5.4131383350712285,62,P
simxrd-01,188,6.432893928598257,3.7152863281135793,62,P
simxrd-01,189,6.423606241723257,4.689572780058048,62,P
simxrd-01,190,6.414345530056693,4.1171963558604965,62,P
simxrd-01,191,6.405111676535608,5.546597677708993,62,P
simxrd-01,192,6.395904564773425,3.9976286563391974,62,P
simxrd-01,193,6.386724079055077,3.9172579719656992,62,P
simxrd-01,194,6.3775701043321655,4.985119268221828,62,P
simxrd-01,195,6.368442526218169,4.460692036506721,62,P
simxrd-01,196,6.359341230983696,4.395533165016784,62,P
simxrd-01,197,6.350266105551758,5.288134684081641,62,P
simxrd-01,198,6.341217037493113,4.476841636284229,62,P
simxrd-01,199,6.332193915021628,4.345058995166893,62,P
simxrd-01,200,6.323196626989686,5.184608617754212,62,P
simxrd-01,201,6.314225062883633,4.402659889283919,62,P
simxrd-01,202,6.30527911281927,4.7073081480243575,62,P
simxrd-01,203,6.296358667537373,5.30977013320457,62,P
simxrd-01,204,6.287463618399257,4.993479023525018,62,P
simxrd-01,205,6.278593857382378,4.3049346796619155,62,P
simxrd-01,206,6.269749277075968,5.625780649072082,62,P
simxrd-01,207,6.260929770676717,5.094708626951961,62,P
simxrd-01,208,6.252135231984478,5.032172037732714,62,P
simxrd-01,209,6.243365555398013,4.3907243570551096,62,P
simxrd-01,210,6.23462063591079,5.7074803978793405,62,P
simxrd-01,211,6.225900369106791,4.051194921193116,62,P
simxrd-01,212,6.217204651156363,4.534665328848128,62,P
simxrd-01,213,6.2085333788121275,5.3242726862600405,62,P
simxrd-01,214,6.199886449404879,5.543280948532292,62,P
simxrd-01,215,6.191263760839565,5.19766266023691,62,P
simxrd-01,216,6.182665211591265,5.4560980185851164,62,P
simxrd-01,217,6.17409070070122,4.830074042449394,62,P
simxrd-01,218,6.165540127772895,4.746798685398618,62,P
simxrd-01,219,6.15701339296807,4.029183938324499,62,P
simxrd-01,220,6.148510397002952,4.339235081174936,62,P
simxrd-01,221,6.140031041144353,4.1797627066648495,62,P
simxrd-01,222,6.131575227205865,5.437380141835223,62,P
simxrd-01,223,6.123142857544075,5.869627363977346,62,P
simxrd-01,224,6.114733835054834,4.307400639632695,62,P
simxrd-01,225,6.106348063169523,5.812742711262615,62,P
simxrd-01,226,6.097985445851376,5.623441086546408,62,P
simxrd-01,227,6.089645887591819,4.58530789280766,62,P
simxrd-01,228,6.081329293406844,5.021505392223491,62,P
simxrd-01,229,6.0730355688334186,4.195148572995539,62,P
simxrd-01,230,6.06476461992591,4.443930715284661,62,P
simxrd-01,231,6.056516353252547,5.719360167477414,62,P
simxrd-01,232,6.048290675891928,5.089320488331195,62,P
simxrd-01,233,6.0400874954295185,4.892029625815139,62,P
simxrd-01,234,6.031906719954214,4.386042889209523,62,P
simxrd-01,235,6.023748258054915,4.220155575069287,62,P
simxrd-01,236,6.015612018817122,5.18827394784515,62,P
simxrd-01,237,6.007497911819584,5.902099895695787,62,P
simxrd-01,238,5.999405847130945,4.161914514633147,62,P
simxrd-01,239,5.991335735306433,5.981787721711593,62,P
simxrd-01,240,5.983287487384578,5.7022518186714715,62,P
simxrd-01,241,5.975261014883952,5.764442834147384,62,P
simxrd-01,242,5.967256229799925,5.402248246155888,62,P
simxrd-01,243,5.959273044601474,4.176949949590816,62,P
simxrd-01,244,5.9513113722279884,4.18789613341172,62,P
simxrd-01,245,5.943371126086118,5.027650083689378,62,P
simxrd-01,246,5.93545222004665,4.658354315312702,62,P
simxrd-01,247,5.927554568441388,5.418091517670288,62,P
simxrd-01,248,5.919678086060083,4.599950563948494,62,P
simxrd-01,249,5.911822688147377,4.722820827378142,62,P
simxrd-01,250,5.90398829039977,4.3428950855548925,62,P
simxrd-01,251,5.896174808962609,4.43178527166464,62,P
simxrd-01,252,5.888382160427106,5.508931036291528,62,P
simxrd-01,253,5.880610261827385,4.832925467542179,62,P
simxrd-01,254,5.8728590306375414,5.127901514685352,62,P
simxrd-01,255,5.8651283847687266,5.76408923020692,62,P
simxrd-01,256,5.857418242566261,4.586384822948794,62,P
simxrd-01,257,5.849728522806772,4.358099033850062,62,P
simxrd-01,258,5.842059144695342,4.379871575953253,62,P
simxrd-01,259,5.83441002786269,5.972022423644806,62,P
simxrd-01,260,5.826781092362378,5.4458733443673335,62,P
simxrd-01,261,5.819172258668026,5.751163865364757,62,P
simxrd-01,262,5.811583447670558,5.162068919630063,62,P
simxrd-01,263,5.8040145806754735,5.368514987360769,62,P
simxrd-01,264,5.796465579400128,4.716157370266624,62,P
simxrd-01,265,5.788936365971054,5.931502462824723,62,P
simxrd-01,266,5.781426862921276,4.694668716782816,62,P
simxrd-01,267,5.773936993187669,4.893240982797006,62,P
simxrd-01,268,5.766466680108336,5.672971555274823,62,P
simxrd-01,269,5.759015847419989,4.536378918022958,62,P
simxrd-01,270,5.751584419255369,5.924317959968425,62,P
simxrd-01,271,5.744172320140678,4.906611621577706,62,P
simxrd-01,272,5.736779474993027,5.040319386098917,62,P
simxrd-01,273,5.729405809117914,4.612624683216589,62,P
simxrd-01,274,5.722051248206714,4.924241511087985,62,P
simxrd-01,275,5.7147157183341895,5.272028444941327,62,P
simxrd-01,276,5.707399145956024,5.718963056898462,62,P
simxrd-01,277,5.700101457906364,5.496319303974654,62,P
simxrd-01,278,5.692822581395396,6.204862413547708,62,P
simxrd-01,279,5.685562444006936,5.210600961744319,62,P
simxrd-01,280,5.678320973696022,6.27153361614064,62,P
simxrd-01,281,5.67109809878655,5.2777232850517,62,P
simxrd-01,282,5.663893747968913,4.824200939126547,62,P
simxrd-01,283,5.6567078502976615,4.962099727839275,62,P
simxrd-01,284,5.649540335189181,4.919636962429325,62,P
simxrd-01,285,5.642391132419392,4.956812970995528,62,P
simxrd-01,286,5.635260172121455,5.735198592317292,62,P
simxrd-01,287,5.628147384783514,5.270097267973989,62,P
simxrd-01,288,5.621052701246434,6.092639595927058,62,P
simxrd-01,289,5.613976052701572,6.17495198805427,62,P
simxrd-01,290,5.606917370688559,4.629517516246918,62,P
simxrd-01,291,5.599876587093098,5.826071367394838,62,P
simxrd-01,292,5.592853634144782,4.729296312969776,62,P
simxrd-01,293,5.585848444414923,5.1960518294930065,62,P
simxrd-01,294,5.578860950814407,6.005821232100923,62,P
simxrd-01,295,5.57189108659155,6.062431778267589,62,P
simxrd-01,296,5.564938785329989,5.893118226620978,62,P
simxrd-01,297,5.558003980946573,4.8736121488550666,62,P
simxrd-01,298,5.551086607689277,5.859222261130945,62,P
simxrd-01,299,5.544186600135132,4.8337038279729745,62,P
simxrd-01,300,5.537303893188168,4.835188408002076,62,P
simxrd-01,301,5.530438422077373,5.125492269925714,62,P
simxrd-01,302,5.523590122354671,5.487033188314978,62,P
simxrd-01,303,5.516758929892907,5.762698373831072,62,P
simxrd-01,304,5.509944780883856,5.321005100719423,62,P
simxrd-01,305,5.50314761183624,6.138879249587285,62,P
simxrd-01,306,5.4963673595737665,5.05145499979953,62,P
simxrd-01,307,5.489603961233172,5.592256858952511,62,P
simxrd-01,308,5.482857354262291,6.02424464129983,62,P
simxrd-01,309,5.476127476418129,6.157439512103129,62,P
simxrd-01,310,5.469414265764959,6.418915944177907,62,P
simxrd-01,311,5.462717660672427,6.502073269008773,62,P
simxrd-01,312,5.456037599813668,6.3477453135381285,62,P
simxrd-01,313,5.449374022163447,6.227832132836046,62,P
simxrd-01,314,5.442726866996301,6.178286209725862,62,P
simxrd-01,315,5.436096073884705,5.2690322298158065,62,P
simxrd-01,316,5.429481582697242,5.074545251173277,62,P
simxrd-01,317,5.4228833335968,4.8125306104584284,62,P
simxrd-01,318,5.416301267038762,6.103548561148646,62,P
simxrd-01,319,5.409735323769229,4.99381491905901,62,P
simxrd-01,320,5.40318544482325,5.496645686181039,62,P
simxrd-01,321,5.396651571523054,6.689946282208249,62,P
simxrd-01,322,5.390133645476312,5.470790714968526,62,P
simxrd-01,323,5.383631608574398,5.770437203769971,62,P
simxrd-01,324,5.377145402990671,6.554977687742153,62,P
simxrd-01,325,5.370674971178767,5.943061016401959,62,P
simxrd-01,326,5.364220255870901,5.666499094429356,62,P
simxrd-01,327,5.357781200076182,6.405204601896576,62,P
simxrd-01,328,5.351357747078951,5.280505931042342,62,P
simxrd-01,329,5.344949840437107,6.301391880039764,62,P
simxrd-01,330,5.338557423980468,5.495602781357907,62,P
simxrd-01,331,5.332180441809138,6.0623588128195145,62,P
simxrd-01,332,5.325818838291876,5.977344824073524,62,P
simxrd-01,333,5.319472558064489,5.89191024997742,62,P
simxrd-01,334,5.313141546028232,5.996009244504991,62,P
simxrd-01,335,5.306825747348214,6.481292548985448,62,P
simxrd-01,336,5.300525107451826,5.154450915225698,62,P
simxrd-01,337,5.2942395720271715,5.991756307869539,62,P
simxrd-01,338,5.287969087021512,6.191976446011111,62,P
simxrd-01,339,5.281713598639726,5.241569894131613,62,P
simxrd-01,340,5.27547305334277,5.330695535731692,62,P
simxrd-01,341,5.269247397846164,6.830319268991798,62,P
simxrd-01,342,5.263036579118472,5.80841837164478,62,P
simxrd-01,343,5.25684054437981,5.407763997622288,62,P
simxrd-01,344,5.25065924110035,6.472221479493565,62,P
simxrd-01,345,5.244492616998845,6.429357757918,62,P
simxrd-01,346,5.238340620041159,5.796618018731124,62,P
simxrd-01,347,5.232203198438806,6.542733957854045,62,P
simxrd-01,348,5.226080300647507,5.222367168241286,62,P
simxrd-01,349,5.21997187536575,5.575479097184269,62,P
simxrd-01,350,5.2138778715333585,6.795449863261705,62,P
simxrd-01,351,5.207798238330082,5.707456058680646,62,P
simxrd-01,352,5.2017329251741815,6.0363634226329514,62,P
simxrd-01,353,5.195681881721039,6.182419035406435,62,P
simxrd-01,354,5.189645057861758,5.245028918737604,62,P
simxrd-01,355,5.183622403721799,5.547780703183779,62,P
simxrd-01,356,5.177613869659601,6.632688492117186,62,P
simxrd-01,357,5.171619406265232,5.871964782766979,62,P
simxrd-01,358,5.165638964359026,6.424584502557089,62,P
simxrd-01,359,5.159672494990259,6.61984328129525,62,P
simxrd-01,360,5.153719949435806,5.438877714885388,62,P
simxrd-01,361,5.147781279198828,6.267097403434867,62,P
simxrd-01,362,5.1418564360074495,5.516709548843838,62,P
simxrd-01,363,5.13594537181347,5.456658829008438,62,P
simxrd-01,364,5.1300480387910605,5.280154839524165,62,P
simxrd-01,365,5.124164389335477,6.082745249362749,62,P
simxrd-01,366,5.118294376061791,5.759774773706261,62,P
simxrd-01,367,5.112437951803619,5.894836677621604,62,P
simxrd-01,368,5.106595069611862,6.643678793677769,62,P
simxrd-01,369,5.100765682753462,5.33649700705192,62,P
simxrd-01,370,5.09494974471015,5.701985661744001,62,P
simxrd-01,371,5.089147209177226,5.6879320728784615,62,P
simxrd-01,372,5.083358030062327,5.5881586714219385,62,P
simxrd-01,373,5.077582161484213,6.751070027083409,62,P
simxrd-01,374,5.071819557771559,5.493124886322384,62,P
simxrd-01,375,5.066070173461759,6.431245848992799,62,P
simxrd-01,376,5.060333963299728,5.543374921056356,62,P
simxrd-01,377,5.05461088223673,6.36027406181098,62,P
simxrd-01,378,5.048900885429192,5.687694928401215,62,P
simxrd-01,379,5.0432039282375465,5.730325082410871,62,P
simxrd-01,380,5.037519966225065,5.923251689372101,62,P
simxrd-01,381,5.031848955156714,6.772035523717766,62,P
simxrd-01,382,5.0261908509980096,6.236056584581825,62,P
simxrd-01,383,5.020545609913878,5.482309830544936,62,P
simxrd-01,384,5.014913188267536,7.1293226177777225,62,P
simxrd-01,385,5.009293542619363,7.187296225702163,62,P
simxrd-01,386,5.003686629725795,6.033289545441818,62,P
simxrd-01,387,4.998092406538215,6.998687678891042,62,P
simxrd-01,388,4.992510830201861,5.44390687307896,62,P
simxrd-01,389,4.98694185805473,6.29142900720662,62,P
simxrd-01,390,4.981385447626501,5.829595206724045,62,P
simxrd-01,391,4.9758415566374525,5.422002270107173,62,P
simxrd-01,392,4.9703101429974055,6.127510128047348,62,P
simxrd-01,393,4.964791164804652,6.062085317172953,62,P
simxrd-01,394,4.959284580344903,6.622325882362646,62,P
simxrd-01,395,4.953790348090253,6.445691633116232,62,P
simxrd-01,396,4.948308426698122,6.986632324593964,62,P
simxrd-01,397,4.942838775010238,6.238286596373452,62,P
simxrd-01,398,4.937381352051602,6.990740047411202,62,P
simxrd-01,399,4.931936117029475,6.228299265042621,62,P
simxrd-01,400,4.926503029332362,6.3133134448981805,62,P
simxrd-01,401,4.921082048529008,7.287179530733964,62,P
simxrd-01,402,4.915673134367395,7.107378428818643,62,P
simxrd-01,403,4.910276246773762,6.2841418314119375,62,P
simxrd-01,404,4.904891345851605,6.77606160483828,62,P
simxrd-01,405,4.899518391880704,7.24567853494745,62,P
simxrd-01,406,4.894157345316154,6.41921611203792,62,P
simxrd-01,407,4.888808166787393,6.333886946580012,62,P
simxrd-01,408,4.883470817097244,7.211943523606603,62,P
simxrd-01,409,4.8781452572209645,5.922726687021392,62,P
simxrd-01,410,4.872831448305295,5.866468394104076,62,P
simxrd-01,411,4.867529351667522,5.744889728239418,62,P
simxrd-01,412,4.862238928794542,6.925892663682842,62,P
simxrd-01,413,4.856960141341928,7.268171245538161,62,P
simxrd-01,414,4.851692951133019,6.393364683169381,62,P
simxrd-01,415,4.846437320157989,7.395152443071611,62,P
simxrd-01,416,4.841193210572947,7.006396752408691,62,P
simxrd-01,417,4.835960584699029,6.470385759879735,62,P
simxrd-01,418,4.8307394050214985,7.2720454375096,62,P
simxrd-01,419,4.825529634188856,6.1422171790397915,62,P
simxrd-01,420,4.820331235011952,5.845258143464238,62,P
simxrd-01,421,4.815144170463101,6.659100131049098,62,P
simxrd-01,422,4.8099684036752155,7.607316259933085,62,P
simxrd-01,423,4.804803897940926,7.107996926450044,62,P
simxrd-01,424,4.799650616711726,6.028633399361214,62,P
simxrd-01,425,4.7945085235971066,7.2895785284189945,62,P
simxrd-01,426,4.789377582363708,6.557749500277836,62,P
simxrd-01,427,4.78425775693447,7.242048223205298,62,P
simxrd-01,428,4.77914901138779,7.419947213580332,62,P
simxrd-01,429,4.774051309956689,7.005334011968291,62,P
simxrd-01,430,4.768964617027976,7.482530469467764,62,P
simxrd-01,431,4.76388889714143,7.444484030969186,62,P
simxrd-01,432,4.758824114988971,6.866936400956055,62,P
simxrd-01,433,4.753770235413849,7.377192154105128,62,P
simxrd-01,434,4.748727223409836,7.565630761384234,62,P
simxrd-01,435,4.743695044120417,7.65663706308641,62,P
simxrd-01,436,4.738673662837994,7.042691343244536,62,P
simxrd-01,437,4.733663045003088,6.991963631932491,62,P
simxrd-01,438,4.728663156203556,7.520186857180687,62,P
simxrd-01,439,4.723673962173799,7.940844291089271,62,P
simxrd-01,440,4.718695428793988,7.416458545536433,62,P
simxrd-01,441,4.713727522089288,6.3148974072622925,62,P
simxrd-01,442,4.708770208229089,7.389376818580986,62,P
simxrd-01,443,4.7038234535262395,7.6506269888347544,62,P
simxrd-01,444,4.698887224436294,6.321649650977363,62,P
simxrd-01,445,4.693961487556744,6.539223782144639,62,P
simxrd-01,446,4.689046209626285,6.810928109989634,62,P
simxrd-01,447,4.684141357524058,6.793547300784648,62,P
simxrd-01,448,4.679246898268916,6.4179915380563335,62,P
simxrd-01,449,4.674362799018687,7.117022631237813,62,P
simxrd-01,450,4.66948902706944,7.2352754658657314,62,P
simxrd-01,451,4.664625549854762,7.0866050929267965,62,P
simxrd-01,452,4.659772334945032,7.10798786691487,62,P
simxrd-01,453,4.654929350046709,7.309426594370124,62,P
simxrd-01,454,4.650096563001614,7.075822442927343,62,P
simxrd-01,455,4.645273941786223,7.871706752643896,62,P
simxrd-01,456,4.640461454510963,8.247707626566605,62,P
simxrd-01,457,4.635659069419514,7.941166870535203,62,P
simxrd-01,458,4.630866754888113,9.29099621677145,62,P
simxrd-01,459,4.6260844794248595,8.350143738430964,62,P
simxrd-01,460,4.621312211669034,9.313663727135163,62,P
simxrd-01,461,4.616549920390415,9.494409468444957,62,P
simxrd-01,462,4.6117975744885955,10.69481293987903,62,P
simxrd-01,463,4.607055142992316,10.921951621928892,62,P
simxrd-01,464,4.6023225950587925,11.87035781653808,62,P
simxrd-01,465,4.59759989997305,13.093639372399535,62,P
simxrd-01,466,4.592887027147259,15.501631406556784,62,P
simxrd-01,467,4.588183946120085,14.793079905366996,62,P
simxrd-01,468,4.583490626556029,15.631669354099335,62,P
simxrd-01,469,4.578807038244782,13.953868363268294,62,P
simxrd-01,470,4.574133151100578,13.956114929040739,62,P
simxrd-01,471,4.569468935161552,13.10709516172327,62,P
simxrd-01,472,4.564814360589108,14.384755392847062,62,P
simxrd-01,473,4.560169397667279,14.291453775789124,62,P
simxrd-01,474,4.555534016802101,14.745911335944,62,P
