sentence_id,token_id,token,remark,tag
2080,30,for,Solid-State,O
2080,31,4,Solid-State,O
2080,32,hours,Solid-State,O
2080,33,at,Solid-State,O
2080,34,500,Solid-State,O
2080,35,rpm,Solid-State,O
2080,36,rate,Solid-State,O
2080,37,",",Solid-State,O
2080,38,and,Solid-State,O
2080,39,the,Solid-State,O
2080,40,resulting,Solid-State,O
2080,41,material,Solid-State,O
2080,42,was,Solid-State,O
2080,43,collected,Solid-State,Non-altering
2080,44,in,Solid-State,O
2080,45,the,Solid-State,O
2080,46,glove,Solid-State,O
2080,47,box,Solid-State,O
2080,48,.,Solid-State,O
2282,0,In,Hydrothermal,O
2282,1,a,Hydrothermal,O
2282,2,typical,Hydrothermal,O
2282,3,synthesis,Hydrothermal,O
2282,4,process,Hydrothermal,O
2282,5,",",Hydrothermal,O
2282,6,0.2,Hydrothermal,O
2282,7,M,Hydrothermal,O
2282,8,of,Hydrothermal,O
2282,9,La(NO3)3.6H2O,Hydrothermal,O
2282,10,and,Hydrothermal,O
2282,11,0.2,Hydrothermal,O
2282,12,M,Hydrothermal,O
2282,13,of,Hydrothermal,O
2282,14,Co(NO3)2.6H2O,Hydrothermal,O
2282,15,were,Hydrothermal,O
2282,16,separately,Hydrothermal,O
2282,17,dissolved,Hydrothermal,Mixing
2282,18,in,Hydrothermal,O
2282,19,30,Hydrothermal,O
2282,20,mL,Hydrothermal,O
2282,21,of,Hydrothermal,O
2282,22,deionized,Hydrothermal,O
2282,23,water,Hydrothermal,O
2282,24,with,Hydrothermal,O
2282,25,gentle,Hydrothermal,O
2282,26,stirring,Hydrothermal,Mixing
2282,27,at,Hydrothermal,O
2282,28,room,Hydrothermal,O
2282,29,temperature,Hydrothermal,O
2282,30,.,Hydrothermal,O
2238,0,The,Solid-State,O
2238,1,homogenized,Solid-State,Mixing
2238,2,",",Solid-State,O
2238,3,stoichiometric,Solid-State,O
2238,4,mixture,Solid-State,O
2238,5,(,Solid-State,O
2238,6,200,Solid-State,O
2238,7,g,Solid-State,O
2238,8,),Solid-State,O
2238,9,was,Solid-State,O
2238,10,MA,Solid-State,Mixing
2238,11,in,Solid-State,O
2238,12,a,Solid-State,O
2238,13,high,Solid-State,O
2238,14,-,Solid-State,O
2238,15,energy,Solid-State,O
2238,16,planetary,Solid-State,O
2238,17,mill,Solid-State,O
2238,18,(,Solid-State,O
2238,19,Retsch,Solid-State,O
2238,20,",",Solid-State,O
2238,21,Model,Solid-State,O
2238,22,PM,Solid-State,O
2238,23,400,Solid-State,O
2238,24,),Solid-State,O
2238,25,for,Solid-State,O
2238,26,24,Solid-State,O
2238,27,h,Solid-State,O
2238,28,at,Solid-State,O
2238,29,300,Solid-State,O
2238,30,rpm,Solid-State,O
2238,31,using,Solid-State,O
2238,32,15,Solid-State,O
2238,33,WC,Solid-State,O
2238,34,balls,Solid-State,O
2238,35,(,Solid-State,O
2238,36,2r,Solid-State,O
2238,37,=,Solid-State,O
2238,38,20,Solid-State,O
2238,39,mm,Solid-State,O
2238,40,),Solid-State,O
2238,41,in,Solid-State,O
2238,42,a,Solid-State,O
2238,43,250,Solid-State,O
2238,44,ml,Solid-State,O
2238,45,WC,Solid-State,O
2238,46,vial,Solid-State,O
2238,47,.,Solid-State,O
2493,0,The,Precipitation,O
2493,1,obtained,Precipitation,O
2493,2,precipitates,Precipitation,O
2493,3,were,Precipitation,O
2493,4,separated,Precipitation,Purification
2493,5,by,Precipitation,O
2493,6,centrifugation,Precipitation,O
2493,7,",",Precipitation,O
2493,8,and,Precipitation,O
2493,9,dried,Precipitation,Purification
2493,10,at,Precipitation,O
2493,11,80,Precipitation,O
2493,12,°,Precipitation,O
2493,13,C,Precipitation,O
2493,14,overnight,Precipitation,O
2493,15,.,Precipitation,O
1230,0,The,Solid-State,O
1230,1,calcined,Solid-State,Heating
1230,2,powder,Solid-State,O
1230,3,was,Solid-State,O
1230,4,uniaxially,Solid-State,O
1230,5,pressed,Solid-State,Shaping
1230,6,and,Solid-State,O
1230,7,sintered,Solid-State,Heating
1230,8,at,Solid-State,O
1230,9,1200,Solid-State,O
1230,10,°,Solid-State,O
1230,11,C,Solid-State,O
1230,12,for,Solid-State,O
1230,13,2,Solid-State,O
1230,14,h,Solid-State,O
1230,15,.,Solid-State,O
433,0,A,Solid-State,O
433,1,stoichiometric,Solid-State,O
433,2,mixture,Solid-State,O
433,3,of,Solid-State,O
433,4,LiNO3,Solid-State,O
433,5,and,Solid-State,O
433,6,LiF,Solid-State,O
433,7,was,Solid-State,O
433,8,used,Solid-State,O
433,9,as,Solid-State,O
433,10,lithium,Solid-State,O
433,11,precursors,Solid-State,O
433,12,.,Solid-State,O
2531,0,The,Hydrothermal,O
2531,1,PbWO4,Hydrothermal,O
2531,2,precursors,Hydrothermal,O
2531,3,were,Hydrothermal,O
2531,4,synthesized,Hydrothermal,Starting
2531,5,using,Hydrothermal,O
2531,6,a,Hydrothermal,O
2531,7,solvothermal,Hydrothermal,O
2531,8,process,Hydrothermal,O
2531,9,.,Hydrothermal,O
323,0,The,Hydrothermal,O
323,1,mixture,Hydrothermal,O
323,2,was,Hydrothermal,O
323,3,allowed,Hydrothermal,Mixing
323,4,to,Hydrothermal,Mixing
323,5,stir,Hydrothermal,Mixing
323,6,at,Hydrothermal,O
323,7,room,Hydrothermal,O
323,8,temperature,Hydrothermal,O
323,9,for,Hydrothermal,O
323,10,1,Hydrothermal,O
323,11,min,Hydrothermal,O
323,12,before,Hydrothermal,O
323,13,TBAF·3H2O,Hydrothermal,O
323,14,(,Hydrothermal,O
323,15,3.15,Hydrothermal,O
323,16,mg,Hydrothermal,O
323,17,",",Hydrothermal,O
323,18,5,Hydrothermal,O
323,19,mol,Hydrothermal,O
323,20,%,Hydrothermal,O
323,21,),Hydrothermal,O
323,22,was,Hydrothermal,O
323,23,added,Hydrothermal,Mixing
323,24,.,Hydrothermal,O
2156,0,Sintering,Solid-State,O
2156,1,of,Solid-State,O
2156,2,the,Solid-State,O
2156,3,green,Solid-State,O
2156,4,pellets,Solid-State,O
2156,5,was,Solid-State,O
2156,6,carried,Solid-State,Heating
2156,7,out,Solid-State,Heating
2156,8,at,Solid-State,O
2156,9,1700.,Solid-State,O
2156,10,for,Solid-State,O
2156,11,20.,Solid-State,O
2156,12,in,Solid-State,O
2156,13,air,Solid-State,O
2156,14,.,Solid-State,O
1610,0,To,Hydrothermal,O
1610,1,the,Hydrothermal,O
1610,2,resulting,Hydrothermal,O
1610,3,solution,Hydrothermal,O
1610,4,",",Hydrothermal,O
1610,5,25.4,Hydrothermal,O
1610,6,mg,Hydrothermal,O
1610,7,of,Hydrothermal,O
1610,8,selenourea,Hydrothermal,O
1610,9,(,Hydrothermal,O
1610,10,0.206,Hydrothermal,O
1610,11,mmol,Hydrothermal,O
1610,12,),Hydrothermal,O
1610,13,is,Hydrothermal,O
1610,14,added,Hydrothermal,Mixing
1610,15,with,Hydrothermal,O
1610,16,stirring,Hydrothermal,Mixing
1610,17,",",Hydrothermal,O
1610,18,which,Hydrothermal,O
1610,19,produced,Hydrothermal,O
1610,20,an,Hydrothermal,O
1610,21,orange,Hydrothermal,O
1610,22,colour,Hydrothermal,O
1610,23,.,Hydrothermal,O
2099,0,After,Hydrothermal,O
2099,1,10,Hydrothermal,O
2099,2,minutes,Hydrothermal,O
2099,3,",",Hydrothermal,O
2099,4,the,Hydrothermal,O
2099,5,autoclave,Hydrothermal,O
2099,6,(,Hydrothermal,O
2099,7,HighPreactor,Hydrothermal,O
2099,8,BR,Hydrothermal,O
2099,9,-,Hydrothermal,O
2099,10,100,Hydrothermal,O
2099,11,",",Hydrothermal,O
2099,12,Berghof,Hydrothermal,O
2099,13,",",Hydrothermal,O
2099,14,Germany,Hydrothermal,O
2099,15,),Hydrothermal,O
2099,16,is,Hydrothermal,O
2099,17,sealed,Hydrothermal,Non-altering
2099,18,",",Hydrothermal,O
2099,19,heated,Hydrothermal,Heating
2099,20,to,Hydrothermal,O
2099,21,140,Hydrothermal,O
2099,22,°,Hydrothermal,O
2099,23,C,Hydrothermal,O
2099,24,at,Hydrothermal,O
2099,25,2,Hydrothermal,O
2099,26,K,Hydrothermal,O
2099,27,/,Hydrothermal,O
2099,28,min,Hydrothermal,O
2099,29,",",Hydrothermal,O
2099,30,held,Hydrothermal,Reaction
2099,31,at,Hydrothermal,O
2099,32,140,Hydrothermal,O
2099,33,°,Hydrothermal,O
2099,34,C,Hydrothermal,O
2099,35,for,Hydrothermal,O
2099,36,10,Hydrothermal,O
2099,37,h,Hydrothermal,O
2099,38,and,Hydrothermal,O
2099,39,passively,Hydrothermal,Cooling
2099,40,cooled,Hydrothermal,Cooling
2099,41,down,Hydrothermal,O
2099,42,to,Hydrothermal,O
2099,43,RT,Hydrothermal,O
2099,44,overnight,Hydrothermal,O
2099,45,.,Hydrothermal,O
2112,0,The,Solid-State,O
2112,1,stoichiometric,Solid-State,O
2112,2,amount,Solid-State,O
2112,3,of,Solid-State,O
2112,4,the,Solid-State,O
2112,5,required,Solid-State,O
2112,6,constituent,Solid-State,O
2112,7,materials,Solid-State,O
2112,8,Dy2O3,Solid-State,O
2112,9,",",Solid-State,O
2112,10,BaCO3,Solid-State,O
2112,11,",",Solid-State,O
2112,12,CuO,Solid-State,O
2112,13,",",Solid-State,O
2112,14,Pr6O11,Solid-State,O
2112,15,",",Solid-State,O
2112,16,Fe,Solid-State,O
2112,17,2O3,Solid-State,O
2112,18,",",Solid-State,O
2112,19,Co3O4,Solid-State,O
2112,20,",",Solid-State,O
2112,21,NiO,Solid-State,O
2112,22,",",Solid-State,O
2112,23,and,Solid-State,O
2112,24,ZnO,Solid-State,O
2112,25,were,Solid-State,O
2112,26,ground,Solid-State,Mixing
2112,27,in,Solid-State,O
2112,28,an,Solid-State,O
2112,29,agate,Solid-State,O
2112,30,mortar,Solid-State,O
2112,31,and,Solid-State,O
2112,32,then,Solid-State,O
2112,33,calcined,Solid-State,Heating
2112,34,in,Solid-State,O
2112,35,air,Solid-State,O
2112,36,at,Solid-State,O
2112,37,930,Solid-State,O
2112,38,°,Solid-State,O
2112,39,C,Solid-State,O
2112,40,for,Solid-State,O
2112,41,12,Solid-State,O
2112,42,h,Solid-State,O
2112,43,.,Solid-State,O
1175,0,The,Solid-State,O
1175,1,starting,Solid-State,O
1175,2,materials,Solid-State,O
1175,3,were,Solid-State,O
1175,4,analytical,Solid-State,O
1175,5,-,Solid-State,O
1175,6,grade,Solid-State,O
1175,7,SrCO3,Solid-State,O
1175,8,(,Solid-State,O
1175,9,A.R.,Solid-State,O
1175,10,99.9,Solid-State,O
1175,11,%,Solid-State,O
1175,12,),Solid-State,O
1175,13,",",Solid-State,O
1175,14,(NH4)2HPO4,Solid-State,O
1175,15,(,Solid-State,O
1175,16,A.R.,Solid-State,O
1175,17,99.9,Solid-State,O
1175,18,%,Solid-State,O
1175,19,),Solid-State,O
1175,20,",",Solid-State,O
1175,21,H3BO3,Solid-State,O
1175,22,(,Solid-State,O
1175,23,A.R.,Solid-State,O
1175,24,99.9,Solid-State,O
1175,25,%,Solid-State,O
1175,26,),Solid-State,O
1175,27,",",Solid-State,O
1175,28,MnCO3,Solid-State,O
1175,29,(,Solid-State,O
1175,30,A.R.,Solid-State,O
1175,31,99.9,Solid-State,O
1175,32,%,Solid-State,O
1175,33,),Solid-State,O
1175,34,",",Solid-State,O
1175,35,Eu2O3,Solid-State,O
1175,36,(,Solid-State,O
1175,37,A.R.,Solid-State,O
1175,38,99.99,Solid-State,O
1175,39,%,Solid-State,O
1175,40,),Solid-State,O
1175,41,and,Solid-State,O
1175,42,Tb4O7,Solid-State,O
1175,43,(,Solid-State,O
1175,44,A.R.,Solid-State,O
1175,45,99.99,Solid-State,O
1175,46,%,Solid-State,O
1175,47,),Solid-State,O
1175,48,.,Solid-State,O
1163,0,The,Solid-State,O
1163,1,constituting,Solid-State,O
1163,2,metal,Solid-State,O
1163,3,nitrates,Solid-State,O
1163,4,or,Solid-State,O
1163,5,acetates,Solid-State,O
1163,6,were,Solid-State,O
1163,7,dissolved,Solid-State,Mixing
1163,8,in,Solid-State,O
1163,9,water,Solid-State,O
1163,10,.,Solid-State,O
1887,0,It,Hydrothermal,O
1887,1,was,Hydrothermal,O
1887,2,placed,Hydrothermal,Heating
1887,3,in,Hydrothermal,O
1887,4,a,Hydrothermal,O
1887,5,preheated,Hydrothermal,O
1887,6,oven,Hydrothermal,O
1887,7,at,Hydrothermal,O
1887,8,140,Hydrothermal,O
1887,9,°,Hydrothermal,O
1887,10,C,Hydrothermal,O
1887,11,",",Hydrothermal,O
1887,12,and,Hydrothermal,O
1887,13,the,Hydrothermal,O
1887,14,mixture,Hydrothermal,O
1887,15,was,Hydrothermal,O
1887,16,allowed,Hydrothermal,O
1887,17,to,Hydrothermal,O
1887,18,react,Hydrothermal,Reaction
1887,19,under,Hydrothermal,O
1887,20,air,Hydrothermal,O
1887,21,-,Hydrothermal,O
1887,22,tight,Hydrothermal,O
1887,23,conditions,Hydrothermal,O
1887,24,.,Hydrothermal,O
2501,0,13,Solid-State,O
2501,1,These,Solid-State,O
2501,2,starting,Solid-State,O
2501,3,materials,Solid-State,O
2501,4,were,Solid-State,O
2501,5,mixed,Solid-State,Mixing
2501,6,using,Solid-State,O
2501,7,a,Solid-State,O
2501,8,mortar,Solid-State,O
2501,9,and,Solid-State,O
2501,10,pestle,Solid-State,O
2501,11,",",Solid-State,O
2501,12,and,Solid-State,O
2501,13,then,Solid-State,O
2501,14,pressed,Solid-State,Shaping
2501,15,into,Solid-State,O
2501,16,a,Solid-State,O
2501,17,pellet,Solid-State,O
2501,18,.,Solid-State,O
2433,0,For,Solid-State,O
2433,1,samples,Solid-State,O
2433,2,annealed,Solid-State,Heating
2433,3,between,Solid-State,O
2433,4,1150,Solid-State,O
2433,5,and,Solid-State,O
2433,6,1250,Solid-State,O
2433,7,°,Solid-State,O
2433,8,C,Solid-State,O
2433,9,",",Solid-State,O
2433,10,an,Solid-State,O
2433,11,air,Solid-State,O
2433,12,furnace,Solid-State,O
2433,13,was,Solid-State,O
2433,14,used,Solid-State,O
2433,15,that,Solid-State,O
2433,16,allowed,Solid-State,O
2433,17,annealing,Solid-State,O
2433,18,times,Solid-State,O
2433,19,of,Solid-State,O
2433,20,up,Solid-State,O
2433,21,to,Solid-State,O
2433,22,100,Solid-State,O
2433,23,h,Solid-State,O
2433,24,in,Solid-State,O
2433,25,the,Solid-State,O
2433,26,low,Solid-State,O
2433,27,-,Solid-State,O
2433,28,temperature,Solid-State,O
2433,29,range,Solid-State,O
2433,30,.,Solid-State,O
848,0,Mechanical,Solid-State,O
848,1,alloying,Solid-State,Mixing
848,2,was,Solid-State,O
848,3,performed,Solid-State,O
848,4,for,Solid-State,O
848,5,several,Solid-State,O
848,6,different,Solid-State,O
848,7,processing,Solid-State,O
848,8,times,Solid-State,O
848,9,from,Solid-State,O
848,10,1,Solid-State,O
848,11,to,Solid-State,O
848,12,24,Solid-State,O
848,13,h,Solid-State,O
848,14,to,Solid-State,O
848,15,study,Solid-State,O
848,16,the,Solid-State,O
848,17,structural,Solid-State,O
848,18,evolution,Solid-State,O
848,19,during,Solid-State,O
848,20,alloying,Solid-State,O
848,21,process,Solid-State,O
848,22,.,Solid-State,O
1228,0,In,Precipitation,O
1228,1,order,Precipitation,O
1228,2,to,Precipitation,O
1228,3,coat,Precipitation,O
1228,4,walls,Precipitation,O
1228,5,of,Precipitation,O
1228,6,the,Precipitation,O
1228,7,Cu2O,Precipitation,O
1228,8,with,Precipitation,O
1228,9,different,Precipitation,O
1228,10,densities,Precipitation,O
1228,11,of,Precipitation,O
1228,12,Ag,Precipitation,O
1228,13,",",Precipitation,O
1228,14,AgNO3,Precipitation,O
1228,15,was,Precipitation,O
1228,16,directly,Precipitation,O
1228,17,added,Precipitation,Mixing
1228,18,into,Precipitation,O
1228,19,the,Precipitation,O
1228,20,the,Precipitation,O
1228,21,14,Precipitation,O
1228,22,day,Precipitation,O
1228,23,old,Precipitation,O
1228,24,Cu2O,Precipitation,O
1228,25,-,Precipitation,O
1228,26,containing,Precipitation,O
1228,27,mother,Precipitation,O
1228,28,solution,Precipitation,O
1228,29,with,Precipitation,O
1228,30,vigorous,Precipitation,O
1228,31,stirring,Precipitation,Mixing
1228,32,for,Precipitation,O
1228,33,20,Precipitation,O
1228,34,min,Precipitation,O
1228,35,.,Precipitation,O
8,0,Polycrystalline,Solid-State,O
8,1,samples,Solid-State,O
8,2,of,Solid-State,O
8,3,CaMnO3,Solid-State,O
8,4,and,Solid-State,O
8,5,PrMnO3,Solid-State,O
8,6,were,Solid-State,O
8,7,prepared,Solid-State,Starting
8,8,by.,Solid-State,O
8,9,solid,Solid-State,O
8,10,state,Solid-State,O
8,11,reaction,Solid-State,O
8,12,method,Solid-State,O
8,13,using,Solid-State,O
8,14,powders,Solid-State,O
8,15,of,Solid-State,O
8,16,CaCO3,Solid-State,O
8,17,",",Solid-State,O
8,18,Pr6O11,Solid-State,O
8,19,",",Solid-State,O
8,20,and,Solid-State,O
8,21,MnO2,Solid-State,O
8,22,",",Solid-State,O
8,23,each,Solid-State,O
8,24,of,Solid-State,O
8,25,minimum,Solid-State,O
8,26,99.5,Solid-State,O
8,27,%,Solid-State,O
8,28,purity,Solid-State,O
8,29,.,Solid-State,O
3003,0,After,Sol-Gel,O
3003,1,homogenization,Sol-Gel,Mixing
3003,2,of,Sol-Gel,O
3003,3,the,Sol-Gel,O
3003,4,solution,Sol-Gel,O
3003,5,",",Sol-Gel,O
3003,6,the,Sol-Gel,O
3003,7,temperature,Sol-Gel,O
3003,8,was,Sol-Gel,O
3003,9,increased,Sol-Gel,Heating
3003,10,to,Sol-Gel,O
3003,11,80,Sol-Gel,O
3003,12,°,Sol-Gel,O
3003,13,C,Sol-Gel,O
3003,14,and,Sol-Gel,O
3003,15,maintained,Sol-Gel,Reaction
3003,16,under,Sol-Gel,O
3003,17,stirring,Sol-Gel,Mixing
3003,18,for,Sol-Gel,O
3003,19,12,Sol-Gel,O
3003,20,h,Sol-Gel,O
3003,21,.,Sol-Gel,O
1335,0,The,Hydrothermal,O
1335,1,amount,Hydrothermal,O
1335,2,of,Hydrothermal,O
1335,3,Zn,Hydrothermal,O
1335,4,in,Hydrothermal,O
1335,5,the,Hydrothermal,O
1335,6,coating,Hydrothermal,O
1335,7,solution,Hydrothermal,O
1335,8,corresponds,Hydrothermal,O
1335,9,to,Hydrothermal,O
1335,10,2,Hydrothermal,O
1335,11,–,Hydrothermal,O
1335,12,20wt,Hydrothermal,O
1335,13,%,Hydrothermal,O
1335,14,of,Hydrothermal,O
1335,15,the,Hydrothermal,O
1335,16,Li1.05Al0.1Mn1.85O3.95F0.05,Hydrothermal,O
1335,17,powders,Hydrothermal,O
1335,18,in,Hydrothermal,O
1335,19,weight,Hydrothermal,O
1335,20,.,Hydrothermal,O
2953,0,Triton,Hydrothermal,O
2953,1,X-100,Hydrothermal,O
2953,2,(,Hydrothermal,O
2953,3,0.25,Hydrothermal,O
2953,4,g,Hydrothermal,O
2953,5,),Hydrothermal,O
2953,6,was,Hydrothermal,O
2953,7,added,Hydrothermal,Mixing
2953,8,to,Hydrothermal,O
2953,9,the,Hydrothermal,O
2953,10,dispersion,Hydrothermal,O
2953,11,and,Hydrothermal,O
2953,12,dissolved,Hydrothermal,Mixing
2953,13,by,Hydrothermal,O
2953,14,stirring,Hydrothermal,O
2953,15,.,Hydrothermal,O
1934,0,After,Solid-State,O
1934,1,all,Solid-State,O
1934,2,the,Solid-State,O
1934,3,ingredients,Solid-State,O
1934,4,have,Solid-State,O
1934,5,been,Solid-State,O
1934,6,thoroughly,Solid-State,O
1934,7,homogenized,Solid-State,Mixing
1934,8,(,Solid-State,O
1934,9,all,Solid-State,O
1934,10,grinding,Solid-State,Mixing
1934,11,was,Solid-State,O
1934,12,performed,Solid-State,O
1934,13,using,Solid-State,O
1934,14,an,Solid-State,O
1934,15,agate,Solid-State,O
1934,16,pestle,Solid-State,O
1934,17,and,Solid-State,O
1934,18,mortar,Solid-State,O
1934,19,),Solid-State,O
1934,20,",",Solid-State,O
1934,21,the,Solid-State,O
1934,22,mixture,Solid-State,O
1934,23,was,Solid-State,O
1934,24,fired,Solid-State,Heating
1934,25,in,Solid-State,O
1934,26,alumina,Solid-State,O
1934,27,crucibles,Solid-State,O
1934,28,for,Solid-State,O
1934,29,6,Solid-State,O
1934,30,h,Solid-State,O
1934,31,at,Solid-State,O
1934,32,1250,Solid-State,O
1934,33,°,Solid-State,O
1934,34,C,Solid-State,O
1934,35,in,Solid-State,O
1934,36,air,Solid-State,O
1934,37,.,Solid-State,O
749,0,After,Sol-Gel,O
749,1,pre-sintering,Sol-Gel,Heating
