jid,point_id,dielectric_response
JVASP-266,121,5.644
JVASP-266,122,5.644
JVASP-266,123,5.644
JVASP-266,124,5.644
JVASP-266,125,5.644
JVASP-266,126,5.644
JVASP-266,127,5.644
JVASP-266,128,5.644
JVASP-266,129,5.644
JVASP-266,130,5.644
JVASP-266,131,5.644
JVASP-266,132,5.644
JVASP-266,133,5.644
JVASP-266,134,5.644
JVASP-266,135,5.644
JVASP-266,136,5.644
JVASP-266,137,5.644
JVASP-266,138,5.644
JVASP-266,139,5.644
JVASP-266,140,5.644
JVASP-266,141,5.644
JVASP-266,142,5.644
JVASP-266,143,5.644
JVASP-266,144,5.644
JVASP-266,145,5.644
JVASP-266,146,5.644
JVASP-266,147,5.644
JVASP-266,148,5.644
JVASP-266,149,5.644
JVASP-266,150,5.644
JVASP-266,151,5.644
JVASP-266,152,5.644
JVASP-266,153,5.644
JVASP-266,154,5.644
JVASP-266,155,5.644
JVASP-266,156,5.644
JVASP-266,157,5.644
JVASP-266,158,5.644
JVASP-266,159,5.644
JVASP-266,160,5.644
JVASP-266,161,5.644
JVASP-266,162,5.644
JVASP-266,163,5.644
JVASP-266,164,5.644
JVASP-266,165,5.644
JVASP-266,166,5.644
JVASP-266,167,5.644
JVASP-266,168,5.644
JVASP-266,169,5.644
JVASP-266,170,5.644
JVASP-266,171,5.644
JVASP-266,172,5.644
JVASP-266,173,5.644
JVASP-266,174,5.644
JVASP-266,175,5.644
JVASP-266,176,5.644
JVASP-266,177,5.644
JVASP-266,178,5.644
JVASP-266,179,5.644
JVASP-266,180,5.644
JVASP-266,181,5.644
JVASP-266,182,5.644
JVASP-266,183,5.644
JVASP-266,184,5.644
JVASP-266,185,5.644
JVASP-266,186,5.644
JVASP-266,187,5.644
JVASP-266,188,5.644
JVASP-266,189,5.644
JVASP-266,190,5.644
JVASP-266,191,5.644
JVASP-266,192,5.644
JVASP-266,193,5.644
JVASP-266,194,5.644
JVASP-266,195,5.644
JVASP-266,196,5.644
JVASP-266,197,5.644
JVASP-266,198,5.644
JVASP-266,199,5.644
JVASP-1002,0,0.038
JVASP-1002,1,0.038
JVASP-1002,2,0.038
JVASP-1002,3,0.038
JVASP-1002,4,0.038
JVASP-1002,5,0.038
JVASP-1002,6,0.038
JVASP-1002,7,0.038
JVASP-1002,8,0.038
JVASP-1002,9,0.038
JVASP-1002,10,0.038
JVASP-1002,11,0.038
JVASP-1002,12,0.038
JVASP-1002,13,0.038
JVASP-1002,14,0.038
JVASP-1002,15,0.038
JVASP-1002,16,0.038
JVASP-1002,17,0.038
JVASP-1002,18,0.038
JVASP-1002,19,0.038
JVASP-1002,20,0.038
JVASP-1002,21,0.038
JVASP-1002,22,0.038
JVASP-1002,23,0.038
JVASP-1002,24,0.038
JVASP-1002,25,0.038
JVASP-1002,26,0.038
JVASP-1002,27,0.038
JVASP-1002,28,0.038
JVASP-1002,29,0.038
JVASP-1002,30,0.038
JVASP-1002,31,0.0475
JVASP-1002,32,0.057
JVASP-1002,33,0.06750000000000003
JVASP-1002,34,0.07800000000000004
JVASP-1002,35,0.0885
JVASP-1002,36,0.099
JVASP-1002,37,0.11250000000000003
JVASP-1002,38,0.1260000000000001
JVASP-1002,39,0.1490000000000001
JVASP-1002,40,0.172
JVASP-1002,41,0.20400000000000013
JVASP-1002,42,0.236
JVASP-1002,43,0.24799999999999994
JVASP-1002,44,0.26
JVASP-1002,45,0.328
JVASP-1002,46,0.3960000000000005
JVASP-1002,47,0.4520000000000003
JVASP-1002,48,0.5080000000000006
JVASP-1002,49,0.5690000000000003
JVASP-1002,50,0.63
JVASP-1002,51,0.7165000000000004
JVASP-1002,52,0.803
JVASP-1002,53,0.9980000000000009
JVASP-1002,54,1.193
JVASP-1002,55,1.3705
JVASP-1002,56,1.548000000000002
JVASP-1002,57,1.782500000000001
JVASP-1002,58,2.0170000000000035
JVASP-1002,59,2.4120000000000017
JVASP-1002,60,2.807
JVASP-1002,61,3.564000000000003
JVASP-1002,62,4.321
JVASP-1002,63,5.9785000000000075
JVASP-1002,64,7.636
JVASP-1002,65,12.6765
JVASP-1002,66,17.717000000000077
JVASP-1002,67,26.499500000000037
JVASP-1002,68,35.28199999999999
JVASP-1002,69,34.55
JVASP-1002,70,33.818
JVASP-1002,71,32.724999999999994
JVASP-1002,72,31.632
JVASP-1002,73,31.5795
JVASP-1002,74,31.527
JVASP-1002,75,31.878
JVASP-1002,76,32.229000000000006
JVASP-1002,77,32.898
JVASP-1002,78,33.56700000000001
JVASP-1002,79,34.75300000000001
JVASP-1002,80,35.939
JVASP-1002,81,37.943
JVASP-1002,82,39.94700000000005
JVASP-1002,83,42.64750000000002
JVASP-1002,84,45.348
JVASP-1002,85,44.7215
JVASP-1002,86,44.095
JVASP-1002,87,38.722499999999954
JVASP-1002,88,33.35
JVASP-1002,89,29.134500000000003
JVASP-1002,90,24.919
JVASP-1002,91,21.759999999999998
JVASP-1002,92,18.600999999999967
JVASP-1002,93,16.847499999999982
JVASP-1002,94,15.094
JVASP-1002,95,14.1435
JVASP-1002,96,13.192999999999989
JVASP-1002,97,12.583499999999994
JVASP-1002,98,11.974
JVASP-1002,99,11.5845
JVASP-1002,100,11.195
JVASP-1002,101,10.985499999999996
JVASP-1002,102,10.775999999999998
JVASP-1002,103,10.715499999999999
JVASP-1002,104,10.655
JVASP-1002,105,10.6205
JVASP-1002,106,10.585999999999995
JVASP-1002,107,10.246499999999997
JVASP-1002,108,9.907
JVASP-1002,109,9.3765
JVASP-1002,110,8.846
JVASP-1002,111,8.422499999999992
JVASP-1002,112,7.998999999999994
JVASP-1002,113,7.699499999999997
JVASP-1002,114,7.4
JVASP-1002,115,7.149
JVASP-1002,116,6.897999999999996
JVASP-1002,117,6.678999999999998
JVASP-1002,118,6.46
JVASP-1002,119,6.1685
JVASP-1002,120,5.877
JVASP-1002,121,5.877
JVASP-1002,122,5.877
JVASP-1002,123,5.877
JVASP-1002,124,5.877
JVASP-1002,125,5.877
JVASP-1002,126,5.877
JVASP-1002,127,5.877
JVASP-1002,128,5.877
JVASP-1002,129,5.877
JVASP-1002,130,5.877
JVASP-1002,131,5.877
JVASP-1002,132,5.877
JVASP-1002,133,5.877
JVASP-1002,134,5.877
JVASP-1002,135,5.877
JVASP-1002,136,5.877
JVASP-1002,137,5.877
JVASP-1002,138,5.877
JVASP-1002,139,5.877
JVASP-1002,140,5.877
JVASP-1002,141,5.877
JVASP-1002,142,5.877
JVASP-1002,143,5.877
JVASP-1002,144,5.877
JVASP-1002,145,5.877
JVASP-1002,146,5.877
JVASP-1002,147,5.877
JVASP-1002,148,5.877
JVASP-1002,149,5.877
JVASP-1002,150,5.877
JVASP-1002,151,5.877
JVASP-1002,152,5.877
JVASP-1002,153,5.877
JVASP-1002,154,5.877
JVASP-1002,155,5.877
JVASP-1002,156,5.877
JVASP-1002,157,5.877
JVASP-1002,158,5.877
JVASP-1002,159,5.877
JVASP-1002,160,5.877
JVASP-1002,161,5.877
JVASP-1002,162,5.877
JVASP-1002,163,5.877
JVASP-1002,164,5.877
JVASP-1002,165,5.877
JVASP-1002,166,5.877
JVASP-1002,167,5.877
JVASP-1002,168,5.877
JVASP-1002,169,5.877
JVASP-1002,170,5.877
JVASP-1002,171,5.877
JVASP-1002,172,5.877
JVASP-1002,173,5.877
JVASP-1002,174,5.877
JVASP-1002,175,5.877
JVASP-1002,176,5.877
JVASP-1002,177,5.877
JVASP-1002,178,5.877
JVASP-1002,179,5.877
JVASP-1002,180,5.877
JVASP-1002,181,5.877
JVASP-1002,182,5.877
JVASP-1002,183,5.877
JVASP-1002,184,5.877
JVASP-1002,185,5.877
JVASP-1002,186,5.877
JVASP-1002,187,5.877
JVASP-1002,188,5.877
JVASP-1002,189,5.877
JVASP-1002,190,5.877
JVASP-1002,191,5.877
JVASP-1002,192,5.877
JVASP-1002,193,5.877
JVASP-1002,194,5.877
JVASP-1002,195,5.877
JVASP-1002,196,5.877
JVASP-1002,197,5.877
JVASP-1002,198,5.877
JVASP-1002,199,5.877
JVASP-890,0,2.772
JVASP-890,1,2.772
JVASP-890,2,2.772
JVASP-890,3,2.772
JVASP-890,4,2.772
JVASP-890,5,2.772
JVASP-890,6,2.772
JVASP-890,7,2.772
JVASP-890,8,2.772
JVASP-890,9,2.772
JVASP-890,10,2.772
JVASP-890,11,2.772
JVASP-890,12,2.772
JVASP-890,13,2.772
JVASP-890,14,2.772
JVASP-890,15,2.772
JVASP-890,16,2.772
JVASP-890,17,2.772
JVASP-890,18,2.772
JVASP-890,19,2.772
JVASP-890,20,2.772
JVASP-890,21,2.772
JVASP-890,22,2.772
JVASP-890,23,2.772
JVASP-890,24,2.772
JVASP-890,25,2.772
JVASP-890,26,2.772
JVASP-890,27,2.772
JVASP-890,28,2.772
JVASP-890,29,2.772
JVASP-890,30,2.772
JVASP-890,31,3.03
JVASP-890,32,3.288
JVASP-890,33,3.6065000000000005
JVASP-890,34,3.9250000000000025
JVASP-890,35,4.497
JVASP-890,36,5.069
JVASP-890,37,5.915000000000002
JVASP-890,38,6.761000000000008
JVASP-890,39,8.594000000000008
JVASP-890,40,10.427
JVASP-890,41,14.60900000000002
JVASP-890,42,18.791
JVASP-890,43,20.220999999999993
JVASP-890,44,21.651
JVASP-890,45,22.558500000000002
JVASP-890,46,23.465999999999998
JVASP-890,47,23.051
JVASP-890,48,22.635999999999992
JVASP-890,49,21.665499999999994
JVASP-890,50,20.695
JVASP-890,51,20.000999999999998
JVASP-890,52,19.307
JVASP-890,53,18.798
JVASP-890,54,18.289
JVASP-890,55,17.9465
JVASP-890,56,17.604
JVASP-890,57,17.442999999999998
JVASP-890,58,17.282
JVASP-890,59,17.398
JVASP-890,60,17.514
JVASP-890,61,17.931500000000003
JVASP-890,62,18.349
JVASP-890,63,18.899500000000003
JVASP-890,64,19.45
JVASP-890,65,19.9175
JVASP-890,66,20.385000000000005
JVASP-890,67,20.689500000000002
JVASP-890,68,20.994000000000003
JVASP-890,69,21.218
JVASP-890,70,21.442
JVASP-890,71,21.717000000000002
JVASP-890,72,21.992
JVASP-890,73,22.328000000000003
JVASP-890,74,22.664
JVASP-890,75,23.0865
JVASP-890,76,23.509000000000004
JVASP-890,77,24.052000000000003
JVASP-890,78,24.595000000000006
JVASP-890,79,25.3255
JVASP-890,80,26.056
JVASP-890,81,27.0105
JVASP-890,82,27.965000000000018
JVASP-890,83,28.995000000000008
JVASP-890,84,30.025
JVASP-890,85,30.057
JVASP-890,86,30.089
JVASP-890,87,26.79149999999997
JVASP-890,88,23.494
JVASP-890,89,20.137999999999998
JVASP-890,90,16.782
JVASP-890,91,15.201
JVASP-890,92,13.619999999999983
JVASP-890,93,12.693999999999992
JVASP-890,94,11.768
JVASP-890,95,11.139
JVASP-890,96,10.509999999999991
JVASP-890,97,10.050999999999997
JVASP-890,98,9.592
JVASP-890,99,9.2515
JVASP-890,100,8.911
JVASP-890,101,8.667499999999995
JVASP-890,102,8.423999999999996
JVASP-890,103,8.269499999999999
JVASP-890,104,8.115
JVASP-890,105,8.029
JVASP-890,106,7.943
JVASP-890,107,7.917999999999999
JVASP-890,108,7.893
JVASP-890,109,7.8675
JVASP-890,110,7.842
JVASP-890,111,7.791499999999998
JVASP-890,112,7.740999999999998
JVASP-890,113,7.623999999999999
JVASP-890,114,7.507
JVASP-890,115,7.2265
JVASP-890,116,6.9459999999999935
JVASP-890,117,6.610499999999997
JVASP-890,118,6.275
JVASP-890,119,5.9735
JVASP-890,120,5.672
JVASP-890,121,5.672
JVASP-890,122,5.672
JVASP-890,123,5.672
JVASP-890,124,5.672
JVASP-890,125,5.672
JVASP-890,126,5.672
JVASP-890,127,5.672
JVASP-890,128,5.672
JVASP-890,129,5.672
JVASP-890,130,5.672
JVASP-890,131,5.672
JVASP-890,132,5.672
JVASP-890,133,5.672
JVASP-890,134,5.672
JVASP-890,135,5.672
JVASP-890,136,5.672
JVASP-890,137,5.672
JVASP-890,138,5.672
JVASP-890,139,5.672
JVASP-890,140,5.672
JVASP-890,141,5.672
JVASP-890,142,5.672
JVASP-890,143,5.672
JVASP-890,144,5.672
JVASP-890,145,5.672
JVASP-890,146,5.672
JVASP-890,147,5.672
JVASP-890,148,5.672
JVASP-890,149,5.672
JVASP-890,150,5.672
JVASP-890,151,5.672
JVASP-890,152,5.672
JVASP-890,153,5.672
JVASP-890,154,5.672
JVASP-890,155,5.672
JVASP-890,156,5.672
JVASP-890,157,5.672
JVASP-890,158,5.672
JVASP-890,159,5.672
JVASP-890,160,5.672
JVASP-890,161,5.672
JVASP-890,162,5.672
JVASP-890,163,5.672
JVASP-890,164,5.672
JVASP-890,165,5.672
JVASP-890,166,5.672
JVASP-890,167,5.672
JVASP-890,168,5.672
JVASP-890,169,5.672
JVASP-890,170,5.672
JVASP-890,171,5.672
JVASP-890,172,5.672
JVASP-890,173,5.672
JVASP-890,174,5.672
JVASP-890,175,5.672
JVASP-890,176,5.672
JVASP-890,177,5.672
JVASP-890,178,5.672
JVASP-890,179,5.672
JVASP-890,180,5.672
JVASP-890,181,5.672
JVASP-890,182,5.672
JVASP-890,183,5.672
JVASP-890,184,5.672
JVASP-890,185,5.672
JVASP-890,186,5.672
JVASP-890,187,5.672
JVASP-890,188,5.672
JVASP-890,189,5.672
JVASP-890,190,5.672
JVASP-890,191,5.672
JVASP-890,192,5.672
JVASP-890,193,5.672
JVASP-890,194,5.672
JVASP-890,195,5.672
JVASP-890,196,5.672
JVASP-890,197,5.672
JVASP-890,198,5.672
JVASP-890,199,5.672
JVASP-1174,0,0.589
JVASP-1174,1,0.589
JVASP-1174,2,0.589
JVASP-1174,3,0.589
JVASP-1174,4,0.589
JVASP-1174,5,0.589
JVASP-1174,6,0.589
JVASP-1174,7,0.589
JVASP-1174,8,0.589
JVASP-1174,9,0.589
JVASP-1174,10,0.589
JVASP-1174,11,0.589
JVASP-1174,12,0.589
JVASP-1174,13,0.589
JVASP-1174,14,0.589
JVASP-1174,15,0.589
JVASP-1174,16,0.589
JVASP-1174,17,0.589
JVASP-1174,18,0.589
JVASP-1174,19,0.589
JVASP-1174,20,0.589
JVASP-1174,21,0.589
JVASP-1174,22,0.589
JVASP-1174,23,0.589
JVASP-1174,24,0.589
JVASP-1174,25,0.589
JVASP-1174,26,0.589
JVASP-1174,27,0.589
JVASP-1174,28,0.589
JVASP-1174,29,0.589
JVASP-1174,30,0.589
JVASP-1174,31,0.633
JVASP-1174,32,0.677
JVASP-1174,33,0.7575000000000002
JVASP-1174,34,0.8380000000000006
JVASP-1174,35,0.9895
JVASP-1174,36,1.141
JVASP-1174,37,1.2550000000000003
JVASP-1174,38,1.3690000000000007
JVASP-1174,39,1.5030000000000006
JVASP-1174,40,1.637
JVASP-1174,41,1.7650000000000006
JVASP-1174,42,1.893
JVASP-1174,43,2.0524999999999993
JVASP-1174,44,2.212
JVASP-1174,45,2.417
JVASP-1174,46,2.622000000000002
JVASP-1174,47,2.8725000000000014
JVASP-1174,48,3.1230000000000033
JVASP-1174,49,3.4720000000000018
JVASP-1174,50,3.821
JVASP-1174,51,4.331000000000002
JVASP-1174,52,4.841
JVASP-1174,53,5.688500000000004
JVASP-1174,54,6.536
JVASP-1174,55,8.183
JVASP-1174,56,9.830000000000034
JVASP-1174,57,13.606500000000016
JVASP-1174,58,17.383
JVASP-1174,59,17.477
JVASP-1174,60,17.571
JVASP-1174,61,18.168000000000003
JVASP-1174,62,18.765
JVASP-1174,63,18.3935
JVASP-1174,64,18.022
JVASP-1174,65,17.0295
JVASP-1174,66,16.036999999999995
JVASP-1174,67,15.482999999999997
JVASP-1174,68,14.928999999999997
JVASP-1174,69,14.572499999999998
JVASP-1174,70,14.216
JVASP-1174,71,13.9775
JVASP-1174,72,13.739
JVASP-1174,73,13.599
JVASP-1174,74,13.459
JVASP-1174,75,13.411999999999999
JVASP-1174,76,13.365
JVASP-1174,77,13.4175
JVASP-1174,78,13.470000000000002
JVASP-1174,79,13.651000000000002
JVASP-1174,80,13.832
JVASP-1174,81,14.185
JVASP-1174,82,14.538000000000011
JVASP-1174,83,15.152500000000005
JVASP-1174,84,15.767
JVASP-1174,85,16.785
JVASP-1174,86,17.803
JVASP-1174,87,19.192500000000013
JVASP-1174,88,20.582
JVASP-1174,89,21.7135
JVASP-1174,90,22.845
JVASP-1174,91,23.368
JVASP-1174,92,23.891000000000005
JVASP-1174,93,24.363000000000003
JVASP-1174,94,24.835
JVASP-1174,95,25.015500000000003
JVASP-1174,96,25.195999999999984
JVASP-1174,97,24.294499999999992
JVASP-1174,98,23.393
JVASP-1174,99,20.978
JVASP-1174,100,18.563
JVASP-1174,101,16.119999999999955
JVASP-1174,102,13.676999999999977
JVASP-1174,103,12.40999999999999
JVASP-1174,104,11.143
JVASP-1174,105,10.4505
JVASP-1174,106,9.75799999999999
JVASP-1174,107,9.281999999999995
JVASP-1174,108,8.806
JVASP-1174,109,8.4645
JVASP-1174,110,8.123
JVASP-1174,111,7.857999999999995
JVASP-1174,112,7.592999999999996
JVASP-1174,113,7.387499999999998
JVASP-1174,114,7.182
JVASP-1174,115,7.032
JVASP-1174,116,6.881999999999997
JVASP-1174,117,6.734499999999999
JVASP-1174,118,6.587
JVASP-1174,119,6.4185
JVASP-1174,120,6.25
JVASP-1174,121,6.25
JVASP-1174,122,6.25
JVASP-1174,123,6.25
JVASP-1174,124,6.25
JVASP-1174,125,6.25
JVASP-1174,126,6.25
JVASP-1174,127,6.25
JVASP-1174,128,6.25
JVASP-1174,129,6.25
JVASP-1174,130,6.25
JVASP-1174,131,6.25
JVASP-1174,132,6.25
JVASP-1174,133,6.25
JVASP-1174,134,6.25
JVASP-1174,135,6.25
JVASP-1174,136,6.25
JVASP-1174,137,6.25
JVASP-1174,138,6.25
JVASP-1174,139,6.25
JVASP-1174,140,6.25
JVASP-1174,141,6.25
JVASP-1174,142,6.25
JVASP-1174,143,6.25
JVASP-1174,144,6.25
JVASP-1174,145,6.25
JVASP-1174,146,6.25
JVASP-1174,147,6.25
JVASP-1174,148,6.25
JVASP-1174,149,6.25
JVASP-1174,150,6.25
JVASP-1174,151,6.25
JVASP-1174,152,6.25
JVASP-1174,153,6.25
JVASP-1174,154,6.25
JVASP-1174,155,6.25
JVASP-1174,156,6.25
JVASP-1174,157,6.25
JVASP-1174,158,6.25
JVASP-1174,159,6.25
JVASP-1174,160,6.25
JVASP-1174,161,6.25
JVASP-1174,162,6.25
JVASP-1174,163,6.25
JVASP-1174,164,6.25
JVASP-1174,165,6.25
JVASP-1174,166,6.25
JVASP-1174,167,6.25
JVASP-1174,168,6.25
JVASP-1174,169,6.25
JVASP-1174,170,6.25
JVASP-1174,171,6.25
JVASP-1174,172,6.25
JVASP-1174,173,6.25
JVASP-1174,174,6.25
JVASP-1174,175,6.25
JVASP-1174,176,6.25
JVASP-1174,177,6.25
JVASP-1174,178,6.25
JVASP-1174,179,6.25
JVASP-1174,180,6.25
JVASP-1174,181,6.25
JVASP-1174,182,6.25
JVASP-1174,183,6.25
JVASP-1174,184,6.25
JVASP-1174,185,6.25
JVASP-1174,186,6.25
JVASP-1174,187,6.25
JVASP-1174,188,6.25
JVASP-1174,189,6.25
JVASP-1174,190,6.25
JVASP-1174,191,6.25
JVASP-1174,192,6.25
JVASP-1174,193,6.25
JVASP-1174,194,6.25
JVASP-1174,195,6.25
JVASP-1174,196,6.25
JVASP-1174,197,6.25
JVASP-1174,198,6.25
JVASP-1174,199,6.25
