sample_id,formula_from_sites,n_sites,volume_a3,a_a,b_a,c_a,alpha_deg,beta_deg,gamma_deg,last_phdos_peak_cm1
910,Au2O4Rb2,8,184.91102422832287,4.880316719948376,6.13360484,6.64179664432927,90.0,111.55500772924448,90.0,620.585729779301
145,CdF6Pd,8,116.93123340237419,5.741652596386985,5.741652595173974,5.741652599999145,54.578486699068364,54.5784865915718,54.57848663374576,619.5857298587027
618,Al2Li2Te4,8,245.8310117266908,6.421376992166773,6.421376986805811,7.494036311872533,115.36812192188756,115.36812189159147,89.99999999627593,331.5857527264192
1234,N6Sr2W2,10,147.72274821738253,3.69437,6.40311965033678,6.724370175449073,110.44459184131384,96.78058924563143,90.93453666108594,1012.5856986537982
672,Na2S4Sb2,8,198.56212291184812,5.8828438147277975,5.882843809633491,6.908592059209055,112.95904883220298,112.95904875160079,91.06123677621329,307.5857546320623
879,F2La2O2,6,98.06477541832822,4.09177053,4.09177053,5.85720599,90.0,90.0,90.0,526.5857372430696
1083,Cs4O6Zr2,12,271.11051419418357,6.02438192,6.9529092930866065,6.952909292495893,111.42522515945693,90.0,90.0,693.5857239829703
758,Ba3I6,9,391.8804679110261,9.27887402,9.278873803636165,5.2557227,90.0,90.0,120.00000077134987,120.58576948019743
39,K2O4Sb2,8,160.82028503203662,5.679693760279462,5.891293454332512,5.891293449465288,94.86792720718675,112.85217465370764,112.85217475245878,609.5857306527207
74,B2BaO6Ti,10,125.00873899311868,6.325423998520302,6.325424000219236,6.325423997650339,47.29423978261729,47.29423980639914,47.29423977518266,1382.5856692751352
950,CaLi2O4Si,8,85.39057156518558,4.888808920824229,4.88880891914967,4.888808916893229,94.24578081790563,117.57972911273302,117.57972908229908,934.5857048471382
556,F2O2Y2,6,81.39225090578955,6.760750623037119,6.760750620488729,6.76075062162921,32.95981055509018,32.95981054872786,32.959810562743066,560.5857345434086
795,CaMg2N2,5,67.15788264449404,3.55959321,3.559593215099292,6.12020013,90.0,90.0,120.00000004554289,542.5857359726408
353,Ga2Te5,7,234.68411145248845,6.7685464937877855,6.768546489488893,6.7685464863057465,105.38184819585803,105.38184814793155,118.00175836443525,223.58576130181282
857,O6Si3,9,120.21179347680075,5.01978486,5.019784859746678,5.5086634,90.0,90.0,120.00000000166938,1177.5856855525024
608,Rb2Te,3,159.50120741317926,6.087322687003399,6.087322685640155,6.08732269,60.000000030649744,60.000000038057884,59.99999998658941,84.58577233866201
410,Ag6Na2O4,12,200.8707305208802,6.058103543731323,6.260497552518563,6.857420588818009,117.15995097679165,116.21360054994418,89.99999997272421,496.5857396251232
600,O8P2Sc2,12,129.60995664143414,5.543362590046152,5.543362584633979,5.543362582042904,106.0522000911113,106.05220003118734,116.54970263332854,1154.5856873787438
883,K2O7SrTa2,12,178.29223564523423,4.01787117408352,4.0178711704896495,11.403922753417563,100.14627485068078,100.14627486974054,90.00000007618279,887.811580454068
578,Cu2Ga2Te4,8,225.1419253512003,6.087059917411558,6.087059916640598,7.446335572172092,114.12498946783302,114.12498941344954,90.00000000755831,204.58576281044685
599,Ca2O6Sn2,10,138.72826609673217,6.081888123929138,6.081888125639427,6.0818881286927935,54.513466624313544,54.51346657454208,54.51346661504611,607.5857308115244
753,Rb2Sb4,6,254.55215011095527,4.23863254,7.4083546774524685,8.724316984661828,103.53772128328774,90.0,106.62288480823757,168.5857656689114
700,Bi2Ca4O,7,189.47402417216685,4.764351121906624,4.76435158578832,9.001426901047067,105.34581295718108,105.34581488930789,90.0000023526282,374.5857493121421
346,Cl6Cs2Pb,9,318.7154452709079,7.667245499955036,7.667245504318368,7.6672455,60.00000001863127,59.999999999806015,59.9999999937866,269.5857576493304
164,Na4Pt2Se4,10,233.9026159541951,3.75050226,5.758382556675238,11.45483782,90.0,90.0,109.00531591395539,225.5857611430092
679,Ba2BiO6Ta,10,162.53884499133355,6.106680688237507,6.105261577516965,6.135535881270543,60.50311864197053,60.15544596269669,59.99230387589341,744.6165269361184
171,Fe2S4,6,81.42107417882187,3.39030874,4.43831624,5.41102244,90.0,90.0,90.0,447.58574351581115
196,Ca4Li4Sb4,12,298.0225645862026,4.64635557,7.67557607,8.35652517,90.0,90.0,90.0,364.58575010616005
217,PbTe,2,70.75839257292664,4.64263262260234,4.64263262260234,4.64263262260234,59.99999999999999,59.99999999999999,59.99999999999999,95.58577146524229
627,P4Si2Zn2,8,154.87826641095086,5.421828750101582,5.421828748858681,6.515882691529204,114.58527741701265,114.58527739535931,89.99999997534371,477.5857411337574
774,Li4P2Sr,7,125.47819910171299,8.236494605768977,8.236494354616653,8.23649415800168,30.226783113978648,30.226786094264565,30.22678510359359,473.5857414513646
68,Rb2Se,3,133.9565841544993,5.743276002645296,5.743276001516398,5.743276,60.000000008734055,60.000000015236196,60.00000003690916,99.58577114763511
486,Mg2P4Si2,8,169.4177142437914,5.7502183089041115,5.750218311289675,6.541069316790625,116.07499871358169,116.0749987126326,89.99999996652859,475.585741292561
1248,Au2K2O4,8,164.85078773453233,4.480760666980775,6.10388,6.43035,90.0,69.61008053048761,90.0,622.5857296204973
444,Cu4K4S4,12,358.7464307433496,5.31486252,6.29872432,10.71625287,90.0,90.0,90.0,428.5857450244453
846,CuSe2Y,4,94.81248639637003,4.11266012,4.112659902583322,6.47275688,90.0,90.0,120.00000174876747,221.58576146061642
828,BaFeH8Mg2,12,125.32235032718371,4.556566070406248,4.55653686114212,6.969865600745445,90.00000001082142,90.00146055131515,119.99978610860424,1867.5856307652653
1140,N2SrZr,4,59.433166519600285,6.259301085014584,6.259301083138842,6.2593010782278435,31.498665112057793,31.498665143985072,31.498665097446015,580.256144779931
1067,Ir4S4Sb4,12,227.45765736321695,6.10426699,6.10426699,6.10426699,90.0,90.0,90.0,354.58575090017797
513,Bi2K2O4,8,162.17629754461527,5.706475362872914,5.706475362688941,6.676231321314239,117.53926829381881,117.53926829521791,91.98222340363621,550.5857353374264
334,INa,2,69.67509611617895,4.618818086288326,4.618818087699609,4.61881809,60.000000055144206,60.00000004503666,60.000000081481495,119.58576955959923
330,BrK,2,75.2943756319122,4.739790847962189,4.739790847962189,4.739790847962189,59.99999999999999,59.99999999999999,59.99999999999999,112.58577011541179
1227,Cs2F6LiTl,10,177.11970854948785,6.3036771511657514,6.3036771511657514,6.3036771511657514,59.99999999999999,59.99999999999999,59.99999999999999,411.5857463742758
715,KO8P2Sb,12,175.79637234617402,9.059865433456906,9.05986556655767,9.0598658853402,31.076782138685193,31.076780656596963,31.0767830726369,1194.5856842026724
822,H4K2O4P2,12,182.10899065378607,5.255890123883241,5.255890123883241,7.2888892939488255,72.49110972250682,107.50889027749318,89.70130645918658,2275.5855983693336
687,AlF4Rb,6,88.26165354954718,3.71378967,3.71378967,6.3993734,90.0,90.0,90.0,658.2016401888546
152,Ag2Al2Te4,8,252.15506729920435,6.418540768086839,6.418540769210692,7.619761542180881,114.90893603617378,114.90893597293149,89.99999995974179,323.58575336163346
167,P4RuSi4,9,153.1281496682696,4.970290152446692,5.665877025080478,6.208293235476324,85.5944363205809,68.27006418897314,70.75441996050519,502.5857391487126
912,N3O6Rb3,12,221.55424513222482,5.78213881,5.782139467698958,7.65195401,90.0,90.0,119.9999961800812,1321.5856741186446
181,Be2N4Si2,8,67.72592380950289,4.072993600244561,4.072993600251344,4.996152876195862,114.05497428527792,114.0549742638884,90.00000002888895,982.585701035852
153,LiO2Rh,4,39.311898884543524,5.066440995588826,5.0664409944688735,5.066440996575805,35.56096735401051,35.560967395215805,35.560967378043394,571.5857336699888
1200,GaHSnSr,4,90.08828370371118,4.487417908587946,4.487416746916843,5.165523830703932,90.00149423423402,89.99853217385825,119.9930544875383,1208.585683091047
911,K4P4Pd2,10,272.94463265313226,5.97537125,6.399719382277258,7.8219959908212715,114.14735654250231,90.0,90.0,490.58574010153404
507,C2Li4O6,12,122.89828720225914,4.906923252163132,4.906923250738657,6.347791796166142,69.38285142979666,69.38285145015887,61.86175264847738,1542.5856565708484
485,As2CdK4,7,277.9559769847681,9.974086801313483,9.974086799862732,9.974086800190562,34.09379746601667,34.0937974679259,34.09379746841908,257.5857586021519
1180,Au2K4P2,8,233.23545087455432,6.183731089593984,6.183731091719831,6.35637943,90.0,90.0,106.34486229127417,317.58575383804435
1035,BaCd2P2,5,131.61038653406337,4.46200187,4.462001871500893,7.63308392,90.0,90.0,120.00000006300945,276.58575709351777
801,HgK2O2,5,113.0207390808219,3.9950562430389094,3.995056244335838,7.623968627871215,105.18914466776017,105.1891447346202,89.99999993679204,617.5857300175064
429,Cl6Cs2Se,9,303.877521679041,7.546365881444435,7.546365881572101,7.54636588,60.000000006891355,60.00000000633173,59.999999979472456,304.58575487026764
372,Ba2Br2H2,6,156.97467233359163,4.58602832,4.58602832,7.46373344,90.0,90.0,90.0,820.5857138989426
40,O4Rb2Sb2,8,180.03814885984778,5.676909711362915,6.209799673234822,6.209799669223762,98.35084446475858,111.3107206381667,111.31072065470444,607.5857308115244
1169,PtSiTi,3,51.332252432220166,4.171591532315197,4.171592013109429,4.17159112,59.999998659917644,59.99999488526036,60.00000044854036,368.58574978855285
880,CaCsF3,5,96.19152708825901,4.5819,4.5819,4.5819,90.0,90.0,90.0,436.58574438923085
465,Cu4S4Ti,9,157.14993681615343,5.442469817756786,5.442469817529828,6.554237488775971,114.53110015136738,114.5311001985864,89.99999999410983,454.58574295999847
619,Hf2O8Si2,12,131.81550742273666,5.564579258115748,5.56457925549222,5.56457925066268,106.9388908355577,106.93889079668719,114.66404216485967,1077.5856934926821
540,Al4Li4O8,16,173.063562660293,5.23013345,5.23013345,6.32674163,90.0,90.0,90.0,863.5857104846657
328,BiLi3,4,76.44026676406773,4.763714555377321,4.7637145588694025,4.76371456,59.999999992149014,59.99999996789964,60.00000000284912,377.5857490739367
243,HgIn2Se4,7,213.49309537286103,6.007078658832941,6.007078651548939,7.283284462345778,114.35493563102514,114.35493568506674,89.99999996214684,204.58576281044685
1162,CoScTe,3,56.15621045122922,4.298374893548752,4.298374992721113,4.29837465,59.99999434233641,59.9999935270632,59.99999162007132,273.5857573317232
859,CdF3Rb,5,91.3029680397465,4.50292761,4.50292761,4.50292761,90.0,90.0,90.0,468.9700846237468
229,In2Li2Se4,8,217.89431663098966,6.038826684062065,6.038826688418521,7.344032229408399,114.27636466925031,114.2763646848526,89.99999999984412,351.58575113838333
1225,Cs2F6GaTl,10,203.14076152986468,6.598380533376739,6.598380533376739,6.598380533376739,60.00000000000001,60.00000000000001,60.00000000000001,501.58573922811433
78,C5Si5,10,104.96228122383982,12.780089316911946,12.780089318541986,12.780089320923832,13.90859335236401,13.90859333583932,13.908593348721029,833.7677456801904
1223,AlCs2H6In,10,172.9411198591302,6.253710242432798,6.253710242432798,6.253710242432798,59.99999999999999,59.99999999999999,59.99999999999999,1340.341044368494
1206,F6RbSb,8,143.02623904629786,5.26807608843633,5.268076088651134,5.2680760960027175,96.62362742228633,96.62362744796326,96.62362730701687,645.5857277942563
224,As2O6Pb,9,119.48863346698553,4.97364067,4.973640667919628,5.57759725,90.0,90.0,119.99999994732647,719.5857219185235
225,Fe2P4,6,76.29094996146846,2.72379059,4.96139972,5.64540482,90.0,90.0,90.0,468.58574184837363
560,Li2O6Ta2,10,109.1333437356025,5.533819200776061,5.53381920061749,5.533819203075146,56.14486292364526,56.1448628789652,56.14486289752374,859.5857108022728
727,BaF6Si,8,110.24681089430159,4.850693968028702,4.850693972118948,4.850693963645227,98.20648430575164,98.20648430685006,98.20648421984112,785.5857166780053
663,Ca4OP2,7,153.69523737624792,4.5122194196030865,4.512219423763834,8.195424738084053,105.97923325085904,105.97923325686844,89.99999993785829,506.5857388311055
300,Cl4K2Pd,7,216.07802975386883,4.21623554,7.15884358,7.15884358,90.0,90.0,90.0,331.5857527264192
439,Cl6PdRb2,9,263.85259186625575,7.1993306584375265,7.19933066172096,7.19933066,60.00000000790753,59.99999999282069,59.999999983772334,337.5857522500084
303,Cl3CsGe,5,168.03698733462977,5.518273683762919,5.518273683475239,5.51827367722463,89.84399996888682,89.84400002400672,89.84399996688396,273.5857573317232
1193,Ge2Hf2O8,12,126.61487704456827,4.888534215488502,4.888534217790598,6.326111480232551,112.72928346405234,112.7292834914829,89.99999998052034,806.5857150105676
881,As2CdO6,9,104.87065845459139,4.9285019,4.92850190173216,4.98532535,90.0,90.0,119.99999998837386,742.5857200922823
649,F8Sr2Zn2,12,181.85610688117308,5.536168743349492,5.536168742609985,7.1084970036659545,112.91748268624747,112.91748274822858,89.99999996284792,469.58574176897173
819,Cl6Cs2Zr,9,314.89153691378567,7.63645839726765,7.636458650221152,7.63645857,60.00000039082143,59.99999929507339,59.99999785400556,333.5857525676157
1082,K2Li2Se2,6,150.08609705575108,4.52967617,4.52967617,7.31486228,90.0,90.0,90.0,366.5857499473565
104,Cd2Te2,4,145.82266521240584,4.68430264,4.684302644109713,7.67369454,90.0,90.0,119.99999997097794,144.5857675745544
1014,KO2Tl,4,65.80954072479699,6.50470998420144,6.504709984868549,6.504709983731927,31.269602456712803,31.26960242869092,31.269602453715915,418.58574581846324
265,Ge3O6,9,128.9141583614399,5.08372319,5.083723188930618,5.75978398,90.0,90.0,119.99999994188857,910.5857067527812
32,BaF2,3,62.009456031024406,4.442808965610873,4.442808965214954,4.44280897,60.00000003882889,60.00000004177678,59.99999998191566,301.58575510847294
186,LiSe2Y,4,93.54671363228051,6.923410615959025,6.923410617493701,6.9234106178530475,34.21132652872237,34.21132648389545,34.21132657236452,226.58576106360744
926,Cd2O6Sn2,10,136.15068986648183,6.022334922423253,6.022334920283493,6.022335344193996,54.91035942591686,54.91035938276299,54.910356030351174,589.5857322407568
6,GePtTi,3,53.749543633124475,4.2360712832844,4.2360712832844,4.2360712832844,60.00000000000001,60.00000000000001,60.00000000000001,297.5857554260802
358,Cl2H2Sr2,6,119.9142798138098,4.12792399,4.12792399,7.03732357,90.0,90.0,90.0,934.5857048471382
1207,B2Cu2Se4,8,137.95914042683933,5.329050759001102,5.326255736872947,6.15046060846154,115.68825040235099,115.69415182006057,89.93976652124742,607.5857308115244
20,Ba2FN,4,95.73910980636602,4.039223586799539,4.03922396,7.165919831142044,73.63020481363127,73.63020776167359,59.999996943627465,366.5857499473565
195,Ag2K2Se2,6,162.18173054203322,4.56631797,4.56631797,7.7780303,90.0,90.0,90.0,150.58576709814366
49,SZn,2,40.475675140540325,3.853922998069512,3.853922997614662,3.853923,59.99999997952571,59.999999983429866,59.99999998504907,335.58575240881197
17,Ir4P8,12,185.98725750468816,5.79539059477619,5.83771594,5.900728383325034,90.0,111.3068036704876,90.0,483.58574065734666
944,MoSe2,3,70.6116948462732,7.609217515378548,7.609217515848695,7.609217524794308,25.261639595134582,25.26163959569327,25.26163957819137,296.585755505482
46,BaLiP,3,77.05993008196977,4.43349591,4.43349590262046,4.52694643,90.0,90.0,119.9999999804479,376.58574915333855
148,F6NaRhTl2,10,163.064785281569,6.132323540116638,6.132323544314982,6.13232354,60.000000023276414,60.00000000062919,60.00000005421082,544.5857358138372
775,BiLiMg,3,80.33450072745758,4.843273704621124,4.843274145171227,4.84327414,60.00000003531967,59.99999702634657,59.99999685338089,287.5857562200981
1153,CaP2Zn2,5,97.12852028988806,4.0479361,4.047936103900487,6.84461215,90.0,90.0,119.99999996812524,328.5857529646245
1136,Ba2N2Zn,5,116.30228825201563,4.221058159819673,4.221058153694847,7.177511311290244,107.10042865452064,107.10042860067048,89.99999990338945,659.5857266826313
1237,AlCs2H6Na,10,160.45600966922373,6.099445125901237,6.099445125901237,6.099445125901237,59.99999999999999,59.99999999999999,59.99999999999999,1407.5856672900907
553,As4Si2Zn2,8,178.36815311751553,5.6793205064815115,5.679320503628296,6.834336840923392,114.55074600082762,114.5507459337478,89.99999999335421,401.58574716829366
323,Os2P4,6,89.71921614642024,2.94843679,5.1269439,5.93519625,90.0,90.0,90.0,470.5857416895698
977,O2Rb2,4,93.17525017578897,4.267698900691269,5.167562812414077,5.167562803020818,71.91049635501858,65.61087956893627,65.61087957502848,832.5857129461209
565,CdF6Pb,8,141.42492853744895,6.042507698120965,6.042508001235121,6.042507141651555,55.96664719489304,55.96664142019397,55.96664756217184,524.5857374018732
695,Ba2Bi2I2O4,10,265.77371522036105,5.9263457000007085,6.171903311750606,7.894401972982506,113.01223798783808,90.00002730624507,89.99994412338744,507.58573875170373
818,F2O4Rb2S2,10,207.58837818837665,4.885632988024482,6.03002545,7.400271360202626,90.0,107.79201246818032,90.0,1153.5856874581455
548,O4S4Zr4,12,192.36740538459009,5.77267573,5.77267573,5.77267573,90.0,90.0,90.0,598.5857315261405
1100,As4Rb4Sn2,10,381.59548323028207,7.0661927708251735,7.600972894027376,8.797947718344473,115.59291340242984,113.67710672684257,89.99999996800473,217.5857617782236
1152,BaMg2Sb2,5,165.5567457818096,4.82395051,4.8239505090078385,8.21505664,90.0,90.0,119.9999999382297,252.58575899916082
855,CCaFKO3,7,104.10098129353196,5.16420256,5.164202562382755,4.50731234,90.0,90.0,119.99999998473707,1524.5856580000805
561,Cd2Ge2P4,8,185.24645909700513,5.8109360137646595,5.8109360141292035,6.854192262631059,115.08083448544944,115.08083451455775,89.99999997542902,371.58574955034754
57,Hg2Se4Sn,7,211.34865809656222,5.9365194559904895,5.936519454635071,7.320205926435538,113.9217462067704,113.92174620771586,90.00000005944153,230.58576074600026
239,O3PbTi,5,68.98476769691632,3.86121489,3.86121489,4.62706139,90.0,90.0,90.0,800.4307672174878
1185,Al2C2O2Sc2,8,94.50226210763742,10.270699074928816,10.270699074928816,10.270699145695048,18.421476599123828,18.421476599123828,18.42148285073744,765.585718266041
1151,Mg2Sb2Sr,5,154.408821069803,4.7544084,4.754408404879078,7.88766588,90.0,90.0,119.99999996605287,259.58575844334825
109,O2SY2,5,83.86335994651851,3.81925715,3.8192571427495436,6.63871197,90.0,90.0,119.99999997618538,524.5857374018732
925,AgNaO2,4,55.21541986125156,3.6490035489944086,3.6490035489944086,6.4353952166389465,61.312815506737486,118.6871844932625,130.63017450066047,572.5857335905872
281,CuI,2,55.90624056948109,4.291987304745661,4.291987302965572,4.29198731,60.00000002285664,60.00000003657635,60.00000005516278,153.58576685993827
1004,Ga2N2,4,46.94282735959896,3.21629013,3.2162901337807175,5.23996246,90.0,90.0,120.00000006396569,674.5857254916042
932,CaI6Sr2,9,413.7121534178896,8.150967826487667,8.151343577743006,7.189895824458357,90.00215524969387,89.99569626092864,119.99847514037953,163.58576606592038
133,F8Pd2,10,135.42377486701724,5.58209415108447,5.582094149974827,5.649440418145931,106.86743859149138,106.86743855588372,114.37341818137756,652.5857272384436
1215,BeK4P2,7,228.85934384876364,9.028120977851287,9.028120976419203,9.028120974916158,36.12948945105531,36.12948949655559,36.12948942733864,848.5857116756923
1230,AsCl6Cs2Na,10,305.5593862410317,7.560262512303148,7.560262512303148,7.560262512303148,60.00000000000001,60.00000000000001,60.00000000000001,276.58575709351777
615,Ge2P4Zn2,8,164.24975576087445,5.504076079319091,5.504076076350311,6.674002608372276,114.35266695632077,114.35266693865911,89.99999993681207,381.5857487563297
259,TeZn,2,59.14561543024554,4.373332702250636,4.373332703817418,4.3733327,60.000000028874815,60.00000001702372,59.99999997952967,178.58576487489344
1119,FeP4Si4,9,144.39223358868574,4.886177399661661,5.552883473756262,6.081132080590565,85.39649070120485,68.38859779087755,70.46354568689821,504.5857389899089
278,BrTl,2,66.7810922784175,4.05711987,4.05711987,4.05711987,90.0,90.0,90.0,82.58577249746558
1213,Cu2Hf2K2S6,12,260.5457292581058,3.73226406,7.390573454506137,9.76200861,90.0,90.0,104.62559677314776,334.58575248821387
864,Ba2H6Os,9,134.02968833110538,5.744320572324439,5.744320572324439,5.744320572324439,59.99999999999999,59.99999999999999,59.99999999999999,1853.58563187689
869,Ag4Na4O4,12,216.02787111275322,4.6896403346490265,7.180744669491389,7.1807446708048674,83.87890410660465,70.94093122904717,70.940931244967,552.5857351786229
957,K4S6,10,284.98813000011836,6.295977113968865,6.29597710551409,7.5876273,90.0,90.0,108.64218016639572,447.58574351581115
470,Cu2O4Y2,8,125.89716582001424,3.56339043,3.563390435979383,11.44876135,90.0,90.0,120.00000003732428,653.5857271590419
414,BiF6Li,8,114.21073278766406,5.678616506860636,5.67861651064025,5.678616510696688,54.93208550526533,54.93208541685135,54.93208549439793,564.5857342258015
888,Cs2HgO2,5,150.97635098360493,4.540588401894513,4.540588399465988,7.995856348825024,106.49512966054321,106.49512960676601,90.00000005670488,605.585730970328
119,Li2P2Sr2,6,134.24819186136818,4.38479006,4.384790066736385,8.06269448,90.0,90.0,119.99999994917937,410.5857464536776
1108,Rb6S6,12,431.41701533090895,8.96560502,8.965605022063487,6.19737012,90.0,90.0,119.9999999923865,481.5857408161503
1178,K4Ni2P4,10,249.11082538128886,5.61145707,6.4211622036896925,7.622695744033715,114.90955661930076,90.0,90.0,491.5857400221323
712,BBe2CsF2O3,9,128.27849533771257,4.482532456936633,4.482532456936633,7.81292678686821,73.32955633412865,73.32955633412865,60.00000772009903,1384.5856691163315
502,Ca8Ge4,12,339.27906635655154,4.85545189,7.67813806,9.10063072,90.0,90.0,90.0,223.58576130181282
1020,F6PtRb2,9,159.03109546283014,6.08908327,6.089083260936549,4.95276353,90.0,90.0,119.99999999491206,588.5857323201583
579,Mg2P8,10,199.57649749336784,5.11868154,5.190378821052297,7.596687181961576,98.56618419678428,90.0,90.0,477.5857411337574
198,Mo2Se4,6,148.11240764632976,3.32694913,3.3269491379745477,15.45142322,90.0,90.0,120.00000002013901,296.585755505482
789,ClCs,2,88.04928891476517,4.993598252171779,4.993598529308832,4.99359839,60.00000085659705,59.99999902072255,60.00000523055284,122.58576932139387
867,CuO2Y,4,62.97029630380625,6.086150403604999,6.08615040364615,6.086150408478761,34.03983302966227,34.03983301836922,34.03983302806082,652.5857272384436
54,SSr,2,55.731533542061,4.287511824203641,4.287511818102724,4.28751182,59.99999998536181,60.000000032432645,60.00000001909564,219.58576161942003
839,Cs2F6GaLi,10,181.4932388793753,6.36087573,6.3608757303385,5.17959732,90.0,90.0,120.00000005024464,547.5857355756318
1229,AlCs2H6Tl,10,177.2689596354417,6.305447265713231,6.305447265713231,6.305447265713231,59.99999999999999,59.99999999999999,59.99999999999999,1390.5856686399204
792,Cs8Te4,12,655.0585739309258,5.91653978,9.52704483,11.62128462,90.0,90.0,90.0,85.58577225926021
1195,C2K2Pt,5,121.93440085502648,5.18192507,5.181776459572511,5.243604290033025,90.00034383980267,90.0,120.00093588096868,1801.585636005784
458,Pt2S2,4,76.46997973180635,3.53412669,3.53412669,6.12247115,90.0,90.0,90.0,445.5857436746148
512,Al2Cu2O4,8,81.97304293240126,2.87981533,2.8798156494758116,11.41329606,90.0,90.0,119.99999644512759,836.5857126285138
143,CdGa2Te4,7,236.35979968695003,6.272691826544482,6.272691822994211,7.467176361498225,114.83570210372625,114.83570222033242,90.0000000378428,208.5857624928397
172,Ge2Li4O6,12,133.17867041322248,4.93478469,5.548245053553512,5.5996547146406535,119.69676135023738,90.0,90.0,789.5857163603979
858,F6In2,8,128.36743823431735,5.831108627023718,5.831108629937336,5.831108626756925,56.35197874415147,56.35197869100891,56.351978727974874,575.5857333523818
517,Ba3Bi3Na3,9,341.99661670975325,8.74155163,8.741551627436548,5.16790027,90.0,90.0,119.99999997185866,166.585765827715
401,Br4K2Pd,7,253.12880648205433,4.45169892,7.54063455,7.54063455,90.0,90.0,90.0,254.58575884035724
359,Ba2Cl2H2,6,143.89601375238317,4.43531995,4.43531995,7.31473935,90.0,90.0,90.0,847.5857117550943
962,Bi2Ca2K2,6,251.00045225218946,5.42796288,5.42796288,8.51923829,90.0,90.0,90.0,193.5857636838666
958,K4Se6,10,320.1107779972596,6.6058601047288,6.605860100412897,7.75218447,90.0,90.0,108.86639291892533,229.585760825402
71,NiSbY,3,64.42246466223851,4.49970571733771,4.499705714201458,4.49970571,59.999999957371834,59.9999999804281,60.000000006339896,204.58576281044685
