sample_id,formula_from_sites,n_sites,volume_a3,a_a,b_a,c_a,alpha_deg,beta_deg,gamma_deg,refractive_index_n
72,AlF5K2,8,136.7336648988483,3.75175829,6.03698785,6.03698785,90.0,90.0,90.0,1.350185172485611
76,As8Zn8,16,323.1992392434704,5.74960626,7.33919281,7.65920913,90.0,90.0,90.0,4.6191629833408845
80,Na6O6P2S2,16,247.98725143318734,6.306364815906373,6.306365088665913,6.306364598300454,84.8944836251809,84.8944833702391,84.89448057548213,1.664890687102305
84,C3H3O6Tb,13,126.37138376210274,6.196380713719789,6.196380713719789,6.196380168760098,115.5387307831645,115.5387307831645,115.53872453007762,1.7613562009618193
88,LaLi3P2,6,106.92801433059348,4.23658683,4.236586827397303,6.87905286,90.0,90.0,119.99999994224108,3.480852386030394
92,AsBO4,6,72.32301016983023,4.585709215482914,4.585709215351026,4.726816051134309,119.01730747330578,119.01730739967782,90.00000004935798,1.7483560850124324
96,Cr2Mn4O8,14,162.27637702406628,6.014070707241988,6.014070707241988,6.129823485444771,118.61028861008322,118.61028861008322,90.69182203431114,2.454645120311013
100,BrH3O,5,70.5202893249416,4.253142131705796,4.4297551582578265,4.29932890409311,71.47775005805498,70.76694315392238,71.73839027457437,1.6240468999795952
104,Au3RbSe2,6,192.91251319745422,6.28977421,6.289774207562181,5.63066457,90.0,90.0,119.99999996022832,2.3854807342196946
108,As2NaSn2,5,134.6594346498957,9.662765805568675,9.662765806767494,9.662765799819425,24.33445903585273,24.334459005857415,24.334459025948856,5.113721280372387
112,Al2Cl8Cu2,12,311.2752334432311,5.55590208,5.55590208,10.08405955,90.0,90.0,90.0,1.7202859258468248
116,C2F2K6O6,16,273.1697774133604,7.020678723093842,7.020678724532668,7.0206787230942815,65.34563207740233,65.34563209594133,65.34563209128329,1.4898545790270756
120,BaF6Sn,8,125.99021314255971,5.060718931987101,5.0607189348790795,5.0607189280042695,97.46792188210809,97.46792187019247,97.46792185161803,1.5332039438161322
124,HgK4P2,7,256.8668466361242,9.690398215321249,9.690398218791653,9.690398217077924,34.23804650653104,34.23804645242508,34.23804649236024,2.2153718273313205
128,Ag3IS,5,123.75652704028747,8.513049394745293,5.059902612378535,5.020286550139642,92.38051708760281,55.59570181928721,55.25844364474325,2.8963630067149158
132,Cu2Na4P2,8,158.30799509216686,5.24692733,5.561930525682433,5.561930529059865,102.75605579384204,90.0,90.0,3.078148794323722
136,F2La2Se2,6,128.4216518434505,4.23579574,4.23579574339317,8.26489996,90.0,90.0,119.99999997350083,2.5115599402230737
140,Cu2K2Te2,6,175.97158670598398,4.47260666,4.472606661129756,10.15758595,90.0,90.0,119.99999999164424,2.9955796879179664
144,Cu2Na2Te2,6,137.4718253754572,4.39043892,4.39043892,7.13177807,90.0,90.0,90.0,3.0726867179500523
148,Ca2Fe2O4,8,103.41189580430773,3.22645914,5.66137816,5.66137816,90.0,90.0,90.0,14.019079689242565
152,COS,3,76.05756054263813,4.308338915052639,4.308338913815253,4.308338916829368,99.73595037743729,99.73595029520966,99.73595047509097,1.4748881313509725
156,AuK3O,5,150.46283885430452,5.31875212,5.31875212,5.31875212,90.0,90.0,90.0,2.2260123539639207
160,ClO4Tl,6,117.98434466868464,5.505284843022993,5.505284840277301,5.50528484,60.00000000166623,60.000000018164336,60.000000030302836,1.5855645682216792
164,Li2Rb2Se2,6,163.4393584660056,4.63545196,4.63545196,7.606283,90.0,90.0,90.0,2.0240219037022964
168,S8Tb4Yb2,14,291.97003493022316,7.238585458811849,7.238585665599566,7.238585812774291,109.42118234089943,109.57133714105923,109.42118594025528,2.7889780685166143
172,F4Tl4,8,194.57887912938278,5.23739053,5.81735212,6.38638927,90.0,90.0,90.0,1.9497008317517162
176,F6LiP,8,93.59810562036526,5.17418255580758,5.174182550686906,5.174182548881489,58.0619177652076,58.06191772965251,58.06191775930146,1.36906293987124
180,O6Sb2Sr,9,135.60554243972055,5.3535141,5.353514099897648,5.46347433,90.0,90.0,120.00000000063244,1.8584589494166042
184,CsGaHO10P3,16,237.0230019133653,6.301665226938097,6.368088431559386,6.368088439926763,87.77381937315388,74.4457893176822,74.44578938996942,1.5793555647795086
188,Cs2F6Nb,9,185.7023686198241,6.52926833,6.5292683308500505,5.02988178,90.0,90.0,120.00000004635709,1.6105499060879795
192,F6NbRb2,9,163.72872576803263,6.29812441,6.2981244166093955,4.7661947,90.0,90.0,120.00000001780853,1.6119180086675284
196,O32Si16,48,754.094746816133,10.11250662085176,10.112693577412063,10.271724993769498,119.4896927912101,119.48859740170064,89.99990994711087,1.4782042033043565
200,O4S4Zr4,12,192.34777867593758,5.7724794,5.7724794,5.7724794,90.0,90.0,90.0,2.781247561796684
204,Cl18Cs6Cu6,30,872.0592226634262,7.37954609,7.379546085475123,18.4908148,90.0,90.0,119.99999997545707,1.913883747775708
208,As2F10,12,202.46479935898114,5.94581755,5.945817557204811,6.6129576,90.0,90.0,120.00000001555112,1.347837774610385
212,Cs3F5Li2,10,204.1370672707876,4.246124133097285,4.246125012304989,11.71798415305052,100.53957845500699,100.53958748966211,89.47536692818771,1.5073215759529661
216,Al2Mg2Se5,9,219.3227497775742,3.91772513,3.9177251208968227,16.50004493,90.0,90.0,119.99999999242758,2.417878339922559
220,B2K3Nb3O12,20,277.6903182990845,8.91678398,8.916783653735225,4.03286456,90.0,90.0,120.0000012103862,2.122921257764088
224,F18Ge3Na6,27,383.13930734735067,9.23232319,9.232323188809268,5.19043886,90.0,90.0,119.9999999684361,1.3672717359764388
228,Bi12GeO20,33,546.0859119238614,8.91855074537223,8.918550745409359,8.91855075,109.47122064491762,109.47122064500195,109.47122062389509,2.4977329721169017
232,K4Nb8O34P4Si,51,758.4322530383837,6.52508046,10.78115925,10.78115925,90.0,90.0,90.0,2.139465353774162
236,Na4Nb4O12,20,251.21715375582468,5.69807972,5.62103339,7.84340435,90.0,90.0,90.0,2.3274064249001865
240,Na8Sb8,16,489.08138606005156,6.41205607,6.82721840390731,11.219294111406086,95.24968033011957,90.0,90.0,3.76040777930621
244,Li4O16P4V2,26,289.7103907443889,4.62424483,5.077796753745359,13.950860803237559,84.11610851763389,90.0,62.913207133517126,1.9472533647850416
248,Ba4Na4O36P12,56,831.0818464946708,5.90072037,11.27744604,12.48900973,90.0,90.0,90.0,1.5823539427068773
252,LaRbSe2,4,139.01783205683188,8.403218452429313,8.403218450275675,8.403218446145248,30.925732016353702,30.925732018144533,30.925732055635823,2.262070364363887
256,Ag2In2Te4,8,280.93004904357014,6.591474207502727,6.591474199719601,7.970722540846456,114.42365292825505,114.42365287994278,89.9999999951461,3.5602727423611795
260,FLi7O5V,14,130.4858407006654,5.5559538511080175,5.79785434855629,5.5227852726871305,89.5320289733069,61.22032365990298,61.07172536647726,1.8608056498911074
264,F3HgRb,5,98.95474686552132,4.62536004,4.62536004,4.62536004,90.0,90.0,90.0,1.7387624909687924
268,Al6Na8O28SSi6,49,768.5578471234724,9.15993068,9.15993068,9.15993068,90.0,90.0,90.0,1.4715369516257482
272,Na2O14P4Y2,22,321.4103145944264,5.44081167,7.165305083206794,8.796761977681737,110.41123592725377,90.0,90.0,1.6144476867750572
276,Ca2Ge2N4,8,108.42727904482041,5.309217773417945,5.309217767867067,5.309217769566093,93.02512767498408,118.26908392746385,118.26908384058036,2.369647723467211
280,Cu4Er4S8,16,329.7741335268151,3.96151026,6.24326056,13.33350544,90.0,90.0,90.0,2.758497900428178
284,B2Dy2O6,10,120.53708264539804,4.1133523100049985,3.9561240168613643,8.671067480017877,90.00003361869273,89.99981366564207,121.32360519910182,1.850960291308271
288,C3Fe2LiO9,15,168.93699661072426,4.98359998,5.873775710168145,6.082720464121109,108.41708121967828,90.0,90.0,1.8267686407059507
292,Ag4P8,12,232.07539102425577,5.11813659,6.259185934355947,7.888177957621197,113.30953737342797,90.0,90.0,3.774034092762456
296,Al16Be2Mg6O32,56,528.1568985504782,5.74035923,5.7403592324753365,18.50777378,90.0,90.0,120.00000004336206,1.7594908354407504
300,Hg4O6Te2,12,269.9251163910662,3.81499824,6.0424333,11.70946601,90.0,90.0,90.0,2.177788021517858
304,B4Li12O20V4,40,378.9991631132482,4.74924468,4.90922197,16.25552637,90.0,90.0,90.0,1.8758513622708313
308,Al2F14Mg2Na4,22,269.5468927068925,7.15846399,7.2311903404771485,7.2311903404771485,61.84287888857676,60.332139358985756,60.332139358985756,1.3771952173408908
312,Br14Ga2Se2,18,704.8890735235636,6.77328229,7.006515485441355,15.312787627905859,104.07327695504222,90.0,90.0,1.9640222334111528
316,K2Mg2Sb2,6,196.1684214918684,4.84526727,4.84526727,8.35590745,90.0,90.0,90.0,2.7963538164307224
320,Mn2Rb4Te4,10,410.68882485284684,7.156945615638065,7.738718260989409,9.097301410957026,115.17158038995736,113.16344517596451,89.99999997189097,2.1707563198111353
324,P4Pb4Rb4S16,28,790.981459442685,6.55783204,6.83364612,17.65035844,90.0,90.0,90.0,2.23498433998988
328,As8Se12,20,599.5945493432381,4.5049584136820995,10.96764885,12.135673622199805,90.0,90.39908626304369,90.0,2.842358175881428
332,N2Se3Y4,9,209.8385757663109,6.9726017244728675,3.9452506087326062,10.494687710805929,89.99999797994613,51.25783595949529,73.56598239835894,2.6651184463984583
336,Cl18Er3Li9,30,650.7305223103627,11.08728965,11.087289694251275,6.11251245,90.0,90.0,119.9999998381374,1.742565445925442
340,Ba2Se6,8,236.7139078508787,4.29856263,7.42079199,7.42079199,90.0,90.0,90.0,2.852917045177911
344,B2Lu2O6,10,117.68927256041279,4.6003475014863735,4.600462828591958,7.96624790218677,90.01613354549609,89.98579233406498,135.7286723903389,1.8107797748319099
348,Al4Ca4O14Si2,24,305.8774855498553,5.19082756,7.67636214,7.67636214,90.0,90.0,90.0,1.7341352311743166
352,Ca4Si4Sr4,12,365.42415755562206,4.93322318,8.10046478,9.14442817,90.0,90.0,90.0,4.07602747782691
356,In4O10Sr4,18,291.02659347526304,5.92475610645309,6.14927809011708,9.057440895614318,109.84397887729163,109.09077057754115,89.99999998055166,2.069078699969304
360,PtRb2Se2,5,153.04323298400826,3.8495860118493144,6.724040455132389,6.724040448844421,69.76563467202793,73.36609442847589,73.36609445230722,2.4242329371026448
364,B16Mo4Y4,24,255.6742070179176,3.62821403,6.03884925,11.66916635,90.0,90.0,90.0,5.932677866416368
368,Co4O8,12,129.6433621357834,2.8748271602107858,6.86721382013708,6.867777078532077,87.71221694048499,77.91565927392813,77.9214190149388,3.7423341949942914
372,S4Sn2,6,158.08925185342153,3.70084181,3.700841810033921,13.32817447,90.0,90.0,120.00000008908118,2.474671695397193
376,F6LiV,8,98.75109953030592,4.960155583040608,4.95976535712892,4.634773960149461,89.93036589050863,90.05951778554125,60.00626769943235,1.6121828887153764
380,Li2Na2O14P4Zn2,24,307.0315568302584,6.43472562,7.351480055805213,7.35148083545453,118.00782892413315,90.0,90.0,1.5884340296866806
384,Br8Cd4H16O32,60,787.0286404054079,6.65742284,9.44619541,12.51490248,90.0,90.0,90.0,1.7301313052289797
388,Br12Ge4Rb4,20,742.7853747660926,7.78259945,8.36803851,11.40551749,90.0,90.0,90.0,1.9944725284311806
392,K3NbO8,12,192.96121914004772,6.33835400391869,6.3383539989283175,6.338353996794943,101.11460816468434,113.80429762967914,113.80429761556877,1.6465161199737262
396,Ba4N8O16,28,457.3570121794618,6.89855058,7.83048719,8.46659344,90.0,90.0,90.0,1.6264896761635674
400,Al2Co2Li4O8,16,179.0966153458899,5.326630923287184,5.326630923287184,6.31241325,90.0,90.0,89.55233248252986,1.9396056300186384
404,Mn12Ni4O32,48,539.7448071614705,8.14196987,8.14196987,8.14196987,90.0,90.0,90.0,2.919793999582847
408,N8,8,202.51664049215708,5.87246231,5.87246231,5.87246231,90.0,90.0,90.0,1.2367720080920332
412,Cr2Si2Te6,10,307.7724517148545,8.564678982386635,8.564678975620017,8.564678982943112,47.055968929814476,47.055968922979574,47.05596897603432,3.4453350103226854
416,Cd2O8S2,12,156.18869169001812,4.84806734,4.88067739,6.60086486,90.0,90.0,90.0,1.7520559351801528
420,B16Cd8O32,56,507.0553017919841,8.972594370000001,8.972594369813358,7.272582,90.0,90.0,119.99999996311134,1.912151754786568
424,Li4MnNb2O12W,20,212.0933840666192,5.46757168220826,10.94511647116876,9.640615895718039,28.18580256159122,51.10749419095347,56.335036390648895,2.629345736110031
428,Li56Mn8N32,96,879.0332451161776,9.57932924,9.57932924,9.57932924,90.0,90.0,90.0,2.5724535629109684
432,Mo8N24Na24,56,876.1899436613085,13.960024301967227,10.97485533,6.425220032863339,90.0,117.1176676597061,90.0,2.2598399648352685
436,F6NaRb2Tl,10,181.89959958427642,6.359879840000002,6.359879959408501,6.359879955421488,59.999999504647676,59.9999992694746,59.999999281675706,1.4939879517586478
440,Li4O36P12Sn4,56,725.6037141421465,10.91466937,11.87284133,5.5993066,90.0,90.0,90.0,1.7817616750471053
444,B2LiMn2O6,11,124.20155512974884,5.79768127103922,5.2641849209613945,5.244012128360831,60.27357013437472,112.24145162500868,88.75439577999187,2.1841239281078657
448,Cs2N4V2,8,148.35768353502957,5.942341825715346,5.941688453602478,8.40466249289726,89.99999734966087,135.00629934401124,119.99636450004431,4.355800997903064
452,S12Sc4Y4,20,429.3674110038974,6.39816041,7.02682094,9.55025719,90.0,90.0,90.0,2.8452885032394635
456,O8Zr4,12,141.63520695150882,5.13195681,5.1592203,5.3493887,90.0,90.0,90.0,2.365286733851381
460,As2B12,14,130.6818778778202,5.334232883882566,5.334232883811062,5.33423288326355,70.55465693054919,70.554656918769,70.55465690487053,2.770198548849521
464,K8S20,28,817.694192604832,6.61862054,6.60004864,18.71872631,90.0,90.0,90.0,1.95348159278078
468,F8O4Te4,16,258.38586849738397,5.455770665248741,5.697157525268728,8.36548196,90.0,90.0,96.42525628929735,1.80583849407046
472,O23Rb6Si10,39,671.5767744755749,9.66385745,9.663857729410319,8.30355353,90.0,90.0,119.99999907779876,1.5419268248958315
476,Cl2O2Sb2,6,113.78361958470319,3.79107216,3.79107216,7.91690882,90.0,90.0,90.0,2.4789492397653756
480,O24Te4Y8,36,490.75690970116,5.31934172,9.17268634,10.05800829,90.0,90.0,90.0,2.0124451959411633
484,Br2F2Sn2,6,133.1757356218186,4.1062571,4.1062571,7.89828551,90.0,90.0,90.0,2.435326535258328
488,Br2O2Sb2,6,129.01084478362912,3.83533558,3.83533558,8.7704016,90.0,90.0,90.0,2.585792270594579
492,BaF6Ni,8,113.30042567035386,4.905414354014593,4.90541435343771,4.905414348211484,98.87134939071257,98.87134947129935,98.87134934405998,1.9785741499035785
496,Cl4Pb2,6,208.16379448554093,6.81523095,6.81523095,4.48171299,90.0,90.0,90.0,2.0031641636837123
500,Br2Co,3,83.56938856132639,3.73788532,3.737885316923076,6.90660546,90.0,90.0,120.00000002723033,3.4788408031567326
504,Ag2BaS2,5,123.47229216223711,4.42511918,4.425119175969722,7.28096487,90.0,90.0,120.00000003012813,2.7395852484150387
508,Mg12N4Sb4,20,335.54554230077594,6.187662900000087,6.187682280000088,8.76388807,90.0,90.0,90.00001926010461,3.2797004333964472
512,O26P8Y4,38,542.6754847806558,7.128642985523286,8.65822261,9.487342715273375,90.0,112.06710696553903,90.0,1.6560536424484178
516,Sb4Se8Tl4,16,473.0478388914935,9.254054543675663,4.15243112,13.286337999417196,90.0,112.09791076334771,90.0,4.08656334834051
520,H18Na2O10,30,283.50316785728813,7.5970553466265995,8.085652415468594,9.657671216067216,64.06311838012512,116.39477080103855,147.44758780421319,1.4326295171234376
524,As8K8,16,525.0352899274544,6.56130699,6.80348931,11.76160068,90.0,90.0,90.0,2.7182301227085244
528,Al6In6S18,30,731.5670395754452,6.83364577,6.8336460766212115,18.08916613,90.0,90.0,119.99999862204358,2.326079820929052
532,Ba2Ga8S14,24,574.1366701168466,6.03044815,6.33466261,15.0294196,90.0,90.0,90.0,2.3780759729944148
536,Ca20Co8N16,44,789.2990683983764,8.09742409,8.09742409,12.03781929,90.0,90.0,90.0,3.171589769605563
540,C3Cs6N6,15,439.1489118316834,7.113052325355275,6.084352838565611,12.985056354432404,82.94804179924397,91.58272099442263,127.91964250723251,1.6437987508613499
544,CsF6Ru,8,157.8843626523687,5.449117427013961,5.449117426284398,5.44911742322918,96.97452994020846,96.9745299280916,96.97452989201449,1.5291192454045766
548,Li2N2Sr2,6,110.22465506363154,3.94153537,3.94153537,7.09492636,90.0,90.0,90.0,2.6145331641933076
552,Li4N4O4Si4,16,161.65749815040445,4.78699144,5.23978209,6.44495629,90.0,90.0,90.0,1.8308711951782226
556,LaO2Rb,4,80.66149723465213,6.946138598637549,6.946138602088791,6.94613859903559,31.380274042764217,31.380274045397574,31.380274020445725,1.9365816963574352
560,Al2O3,5,46.53615463336761,3.034728,6.092113865467881,3.0347283970068886,104.42250150546721,60.00000432753122,104.42249805960637,1.8111663829330193
564,Cs2F6Zr,9,189.50130134263108,6.52228668,6.522286683771657,5.14377303,90.0,90.0,119.99999998087091,1.4999332207357325
568,F12Mn8O2,22,270.5857880045198,7.460432760299566,7.46035963277946,5.6137938901434055,90.00070790470066,89.99993751994182,120.00134741818479,1.699909017173174
572,AsF6K,8,123.6006114972758,5.035796835040911,5.035796839690776,5.035796838357125,97.98375670637263,97.98375659787342,97.98375670863037,1.3940349110870147
576,Cu2O14Si4Sr4,24,344.23595096167725,5.11143595,8.206475,8.206475,90.0,90.0,90.0,2.1817338670577278
580,K4P4Pd2,10,272.94463265313226,5.97537125,6.399719382277258,7.8219959908212715,114.14735654250231,90.0,90.0,2.7624740722764938
584,S3SbTl3,7,212.02964789797394,6.205879809078197,6.20587980659505,6.205879804341564,104.29486302376691,104.29486299956022,104.29486296584155,2.9509236407154518
588,CsF3Sr,5,112.89927931394664,4.83315129,4.83315129,4.83315129,90.0,90.0,90.0,1.4823231766386171
592,Cr3GaLi4O8,16,147.49479662791833,5.1408317551512415,5.927514120545165,5.133021098078431,89.99931602983229,80.41434396872503,73.24761561242182,2.084862665341133
596,Br4,4,157.36602808343878,4.25864728,4.732219322770657,8.74379641,90.0,90.0,116.74131059366512,2.5112413928851183
600,H32N4Na4O24Se4,68,738.4344579728416,6.52097826,8.48145178,13.35146755,90.0,90.0,90.0,1.512175585042954
604,H3O16P4V2,25,284.16035641463844,4.963234726602926,8.00243787882991,7.326293925587428,89.18484885581584,102.25856186628413,88.28441906392739,2.2260923161450425
608,I4Nb2O2,8,234.65874024024305,3.972722790772552,7.6045238419068735,8.282246321836398,104.5134964358191,103.89225918378217,90.00334699635408,2.5926021567947246
612,H8O16P4Tl4,32,444.7188499222265,14.640387929331709,4.6294442,6.564783595919125,90.0,91.80822508530873,90.0,1.7048949136725895
616,O6Rb8Sn2,16,437.02044601431373,10.522663504392206,10.522663504392206,6.898188192774738,83.33569452334811,96.66430547665189,37.79584834288976,1.9463585658009332
620,Br4Re12S16,32,756.4091660183453,6.45647825625333,10.19408119938433,11.66683827,90.0,90.0,99.9185827331066,2.685951104047379
624,Ba24Mo8N32,64,1429.1881431349034,10.51961981,10.96535458,12.38986803,90.0,90.0,90.0,2.4005983281951466
628,Ba4S12,16,445.24415934234634,5.1071876,8.61028311,10.12509225,90.0,90.0,90.0,2.4116733471457805
632,B4Li4O12Ti2,22,257.3367467798338,6.225419682190362,5.15373924997726,8.320513034053347,87.18431867230528,74.93564791967331,87.47937236955713,1.783482081023898
636,Ag4Te8Tl12,24,781.0112042048518,7.68710136,10.048232725282796,11.281543069398852,116.32861219485497,90.0,90.0,4.144353588518561
640,CdF6Pt,8,118.95134968158938,5.791439524083246,5.791439523637887,5.791439521807951,54.258157182815296,54.25815717704972,54.25815719047945,1.737312004218016
644,P4S16Zn6,26,575.1077451222441,7.90561621,7.90561621,9.20190536,90.0,90.0,90.0,2.353148599925923
648,Li24N16Y8,48,582.758240353998,9.113883,10.523805364880376,10.523805532338386,89.99999909457955,125.26438996951296,54.735609385812126,2.442198190155747
652,Ca16Ge4N16,36,567.5705580996057,6.07214412,9.305578359817959,10.932846979541484,113.25481547633522,90.0,90.0,2.4674507087275317
656,F8H12N4Si2,26,261.8118921459498,5.160817489470619,7.35965061,6.899621871818427,90.0,92.49416078614435,90.0,1.386602562620835
660,Al2F8K2,12,164.99868662496118,5.12244941,5.12244941,6.28818241,90.0,90.0,90.0,1.4014278433083882
664,Ge2Mg2O6,10,101.02990511722292,5.47043343138706,5.470433430291325,5.470433438703947,54.541737805943136,54.541737821752875,54.54173781349614,1.9153554935485593
668,Dy2O38Ta14,54,683.4155961141315,6.26952786,6.269527854375783,20.07634181,90.0,90.0,120.00000002967492,2.3597290804949065
672,Br2H2,4,113.08780484333926,4.6024888669824895,5.54027196,4.6024888669824895,90.0,74.49461609228246,90.0,1.5814582932639525
676,H2O2Rb2,6,102.63440248943695,6.148564369413916,4.19343386,6.148564369413916,90.0,40.34619680808555,90.0,1.6190845149857576
680,Li8O24P4V4,40,427.4077397439959,4.70241168,8.65141249,10.50593515,90.0,90.0,90.0,1.848816648561993
684,F8H4P4S4,20,363.7131810073165,9.403315605032702,4.50408102,8.674881950659021,90.0,98.134513508941,90.0,1.5618365258033038
688,KLaO2,4,75.96675379591898,6.654790062447888,6.654790062017446,6.654790060993821,32.57313810478735,32.57313815211285,32.57313808512696,1.9148087807054448
692,O4Rb2Sc2,8,120.37759838027557,3.28499102,3.284991016082313,12.88091369,90.0,90.0,120.00000003945098,2.0121631809241114
696,CuO3V,5,80.0427005968397,5.010254627614963,5.914482893521905,5.61830189418656,62.38078673052456,69.76698674654212,33.00841401519724,2.7361072103751103
700,K2Nb2S4,8,164.24117708423339,3.48460042,3.4846004150134915,15.61872034,90.0,90.0,120.00000004733754,3.259093278812375
704,Ge8O28Sm8,44,621.6915375580006,6.987316660000161,6.987340770002062,12.733641130003386,89.99991647529552,89.99998424494734,90.00002074588124,1.9445047355732168
708,AsF6NS2,10,176.74353278475647,5.4592071387381536,5.868679963845881,5.868679970031661,70.19729025896703,88.00347224798833,88.00347229424032,1.5620499351777215
712,O14Pb4Sb4,22,321.4385582983935,7.645773514087175,7.645773514087175,7.645773514087175,92.19965624068996,117.10800110574979,120.39436732751737,2.3621115553673584
716,H2Li2O6P2Tl2,14,204.8588547027827,7.665333363967927,7.665333363967927,5.450290847701302,89.5050342178408,90.4949657821592,140.22890630948788,1.824284700003447
